,id,token,pos,check,paradigm_he,paradigm_lat,kwic,art,adj,noun,latin,chk_ann
668,1398,טאטע.,ADJ,1,טע,-e,די טאטע.,di,t{a-o}te.,NA,di t{a-o}te.,NA
1230,2445,טאלאנטפולע,ADJ,1,לע,-le,די טאלאנטפולע שרייבערס,di,t{a-o}l{a-o}nt{p-f}{u-o}le,schrei{b-v}erss,di t{a-o}l{a-o}nt{p-f}{u-o}le schrei{b-v}erss,NA
4676,9544,טאליע,ADJ,1,ע,-e,דער טאליע אויף,der,t{a-o}lie,a{u-o}if,der t{a-o}lie a{u-o}if,NA
3416,6963,טאנגאניקע,ADJ,1,קע,-e,דער טאנגאניקע אזערע,der,t{a-o}ng{a-o}nike,{a-o}sere,der t{a-o}ng{a-o}nike {a-o}sere,NA
6944,2442,טאפטשענדיגע,NOUN,1,גע,-e,א גרופע טאפטשענדיגע,a,gr{u-o}{p-f}e,t{a-o}{p-f}tschendige,a gr{u-o}{p-f}e t{a-o}{p-f}tschendige,NA
1984,3980,טאקטישע,ADJ,1,ע,-e,א טאקטישע חשבון,a,t{a-o}ktische,chsch{b-v}{u-o}n,a t{a-o}ktische chsch{b-v}{u-o}n,NA
8950,4913,טאקיטקן,NOUN,1,קן,-en,די נייע טאקיטקן,di,neie,t{a-o}kitkn,di neie t{a-o}kitkn,NA
418,924,טאקע,ADJ,1,קע,-e,דאס טאקע אפגעשפיגלט,d{a-o}ss,t{a-o}ke,a{p-f}gesch{p-f}iglt,d{a-o}ss t{a-o}ke a{p-f}gesch{p-f}iglt,NA
2243,4511,טארפעדע,ADJ,1,דע,-e,א טארפעדע ווארשטאט,a,t{a-o}r{p-f}ede,w{a-o}rscht{a-o}t,a t{a-o}r{p-f}ede w{a-o}rscht{a-o}t,NA
1822,3678,טבע,ADJ,1,בע,-e,דער טבע פון,der,t{b-v}e,von,der t{b-v}e von,NA
953,1896,"טויטע,",ADJ,1,טע,-e,"די טויטע,",di,"t{u-o}ite,",NA,"di t{u-o}ite,",NA
10970,7343,טויערן,NOUN,1,רן,-en,די אינעווייניגסטע טויערן,di,ineweinigsste,t{u-o}iern,di ineweinigsste t{u-o}iern,NA
1176,2337,טונקל-הויטיגע,ADJ,1,קל,-el,א טונקל-הויטיגע פאלק,a,t{u-o}nkl-h{u-o}itige,{p-f}{a-o}lk,a t{u-o}nkl-h{u-o}itige {p-f}{a-o}lk,NA
2306,4645,טונקעלע,ADJ,1,לע,-le,די טונקעלע פערד,di,t{u-o}nkele,{p-f}erd,di t{u-o}nkele {p-f}erd,NA
6255,1619,טוריסטישע,NOUN,1,ע,-e,די וויכטיגסטע טוריסטישע,di,wi{k-ch}tigsste,t{u-o}risstische,di wi{k-ch}tigsste t{u-o}risstische,NA
11765,8333,טוריסטן,NOUN,1,טן,-en,די אידישע טוריסטן,di,idische,t{u-o}risstn,di idische t{u-o}risstn,NA
1544,3076,טורעם,ADJ,1,עם,-em,דעם טורעם אין,dem,t{u-o}rem,in,dem t{u-o}rem in,NA
6221,1578,טייכן,NOUN,1,כן,-en,די וויכטיקסטע טייכן,di,wi{k-ch}tiksste,tei{k-ch}n,di wi{k-ch}tiksste tei{k-ch}n,NA
11988,8595,טײַכן,NOUN,1,כן,-en,די גרױסע טײַכן,di,grױsse,tײַ{k-ch}n,di grױsse tײַ{k-ch}n,NA
1897,3845,טיילווייזע,ADJ,1,זע,-e,א טיילווייזע קאנטראל,a,teilweise,k{a-o}ntr{a-o}l,a teilweise k{a-o}ntr{a-o}l,NA
1812,3660,טייערסטע,ADJ,1,טע,-e,די טייערסטע אינטערסטעיט,di,teiersste,interssteit,di teiersste interssteit,NA
804,1646,טייערע,ADJ,1,רע,-e,די טייערע העמפטאן''ס,di,teiere,hem{p-f}t{a-o}n''ss,di teiere hem{p-f}t{a-o}n''ss,NA
4556,9334,"טייערע,",ADJ,1,רע,-e,"א טייערע,",a,"teiere,",NA,"a teiere,",NA
3222,6564,טייערערע,ADJ,1,רע,-e,א טייערערע פרייז,a,teierere,{p-f}reis,a teierere {p-f}reis,NA
9973,6131,טיכל,NOUN,1,כל,-el,א פארבינדענע טיכל,a,{p-f}{a-o}r{b-v}indene,ti{k-ch}l,a {p-f}{a-o}r{b-v}indene ti{k-ch}l,NA
687,1437,טיפישע,ADJ,1,ע,-e,די טיפישע חסידים,di,ti{p-f}ische,chssidim,di ti{p-f}ische chssidim,NA
3563,7253,טיפסטע,ADJ,1,טע,-e,די טיפסטע אזערע,di,ti{p-f}sste,{a-o}sere,di ti{p-f}sste {a-o}sere,NA
345,762,"טיפע,",ADJ,1,פע,-e,"די טיפע,",di,"ti{p-f}e,",NA,"di ti{p-f}e,",NA
1672,3392,טיפערע,ADJ,1,רע,-e,די טיפערע מינעס,di,ti{p-f}ere,miness,di ti{p-f}ere miness,NA
5414,646,טכנאלאגיע,NOUN,1,ע,-e,אן ארגאנישע טכנאלאגיע,an,{a-o}rg{a-o}nische,t{k-ch}n{a-o}l{a-o}gie,an {a-o}rg{a-o}nische t{k-ch}n{a-o}l{a-o}gie,NA
427,941,טמא''נעם,ADJ,1,עם,-em,דעם טמא''נעם לאנד,dem,tm{a-o}''nem,l{a-o}nd,dem tm{a-o}''nem l{a-o}nd,1
560,1189,טעאָריע,ADJ,1,ע,-e,די טעאָריע פון,di,te{a-o}ָrie,von,di te{a-o}ָrie von,NA
947,1884,"טעאריע,",ADJ,1,ע,-e,"דער טעאריע,",der,"te{a-o}rie,",NA,"der te{a-o}rie,",NA
3510,7159,טעאריע.,ADJ,1,ע,-e,דער טעאריע.,der,te{a-o}rie.,NA,der te{a-o}rie.,NA
4248,8729,טעארעטישע,ADJ,1,ע,-e,א טעארעטישע ליניע,a,te{a-o}retische,linie,a te{a-o}retische linie,1
1444,2854,טעגלעכע,ADJ,1,כע,-e,די טעגלעכע קוואנטיטעט,di,tegle{k-ch}e,kw{a-o}ntitet,di tegle{k-ch}e kw{a-o}ntitet,NA
6048,1378,טעזע,NOUN,1,זע,-e,די דאזיגע טעזע,di,d{a-o}sige,tese,di d{a-o}sige tese,NA
1369,2714,טעטיגע,ADJ,1,גע,-e,די טעטיגע בערג,di,tetige,{b-v}erg,di tetige {b-v}erg,NA
7636,3305,טעטיקייטן,NOUN,1,טן,-en,די מערסטע טעטיקייטן,di,mersste,tetikeitn,di mersste tetikeitn,NA
296,681,טעכנאָלאָגיע.,ADJ,1,ע,-e,די טעכנאָלאָגיע.,di,te{k-ch}n{a-o}ָl{a-o}ָgie.,NA,di te{k-ch}n{a-o}ָl{a-o}ָgie.,NA
8245,4072,טעכניקן,NOUN,1,קן,-en,די יסודותדיקע טעכניקן,di,iss{u-o}d{u-o}tdike,te{k-ch}nikn,di iss{u-o}d{u-o}tdike te{k-ch}nikn,NA
5442,680,טעכנעלאָגיע,NOUN,1,ע,-e,די דאָזיקע טעכנעלאָגיע,di,d{a-o}ָsike,te{k-ch}nel{a-o}ָgie,di d{a-o}ָsike te{k-ch}nel{a-o}ָgie,NA
3769,7656,"טעלעוויזיע,",ADJ,1,ע,-e,"דער טעלעוויזיע,",der,"telewisie,",NA,"der telewisie,",NA
2706,5466,טעלעוויזיע.,ADJ,1,ע,-e,די טעלעוויזיע.,di,telewisie.,NA,di telewisie.,NA
410,912,טעלעקאמוניקאציע,ADJ,1,ע,-e,דער טעלעקאמוניקאציע פירמע,der,telek{a-o}m{u-o}nik{a-o}zie,{p-f}irme,der telek{a-o}m{u-o}nik{a-o}zie {p-f}irme,NA
757,1566,טעם.,ADJ,1,עם,-em,דעם טעם.,dem,tem.,NA,dem tem.,NA
2343,4723,"טעמע,",ADJ,1,מע,-e,"דער טעמע,",der,"teme,",NA,"der teme,",NA
2718,5499,טעמע.,ADJ,1,מע,-e,דעם טעמע.,dem,teme.,NA,dem teme.,NA
357,786,טעמע׃,ADJ,1,מע,-e,דער טעמע׃,der,teme׃,NA,der teme׃,NA
6259,1624,טעמפל,NOUN,1,פל,-el,די גרעסטע טעמפל,di,gresste,tem{p-f}l,di gresste tem{p-f}l,NA
6182,1530,טעמפעראטורן,NOUN,1,רן,-en,די חודש''ליכע טעמפעראטורן,di,ch{u-o}dsch''li{k-ch}e,tem{p-f}er{a-o}t{u-o}rn,di ch{u-o}dsch''li{k-ch}e tem{p-f}er{a-o}t{u-o}rn,NA
12434,9127,טעמפרעטורן,NOUN,1,רן,-en,די ווארימערע טעמפרעטורן,di,w{a-o}rimere,tem{p-f}ret{u-o}rn,di w{a-o}rimere tem{p-f}ret{u-o}rn,NA
10881,7242,טעקסטן,NOUN,1,טן,-en,די פארשידענע טעקסטן,di,{p-f}{a-o}rschidene,teksstn,di {p-f}{a-o}rschidene teksstn,NA
162,398,טעקע,ADJ,1,קע,-e,די טעקע אלע,di,teke,{a-o}le,di teke {a-o}le,NA
305,697,טעקע־,ADJ,1,קע,-e,א טעקע־,a,teke־,NA,a teke־,NA
6138,1480,טעראריסטן,NOUN,1,טן,-en,די גרעסטע טעראריסטן,di,gresste,ter{a-o}risstn,di gresste ter{a-o}risstn,NA
4307,8853,טעריטאריע.,ADJ,1,ע,-e,די טעריטאריע.,di,terit{a-o}rie.,NA,di terit{a-o}rie.,NA
10385,6629,טערמינאלאגיע,NOUN,1,ע,-e,די זעלבע טערמינאלאגיע,di,sel{b-v}e,termin{a-o}l{a-o}gie,di sel{b-v}e termin{a-o}l{a-o}gie,NA
1353,2688,טערמינאַלע,ADJ,1,לע,-le,די טערמינאַלע פּלאַט,di,termin{a-o}ַle,{p-f}ּl{a-o}ַt,di termin{a-o}ַle {p-f}ּl{a-o}ַt,NA
7019,2539,טערקן,NOUN,1,קן,-en,די אטאמאנישע טערקן,di,{a-o}t{a-o}m{a-o}nische,terkn,di {a-o}t{a-o}m{a-o}nische terkn,NA
1175,2335,טראגישע,ADJ,1,ע,-e,א טראגישע פארשטעלונג,a,tr{a-o}gische,{p-f}{a-o}rschtel{u-o}ng,a tr{a-o}gische {p-f}{a-o}rschtel{u-o}ng,NA
5664,942,טראגע,NOUN,1,גע,-e,די שווארצע טראגע,di,schw{a-o}rze,tr{a-o}ge,di schw{a-o}rze tr{a-o}ge,NA
1229,2443,טראגעדיגע,ADJ,1,גע,-e,א טראגעדיגע ווייב,a,tr{a-o}gedige,wei{b-v},a tr{a-o}gedige wei{b-v},NA
2360,4758,טראדיציאנאלע,ADJ,1,לע,-le,א טראדיציאנאלע סעליולער,a,tr{a-o}dizi{a-o}n{a-o}le,sseli{u-o}ler,a tr{a-o}dizi{a-o}n{a-o}le sseli{u-o}ler,NA
484,1043,טראדיציאנעלע,ADJ,1,לע,-le,די טראדיציאנעלע אינדוסטריעס,di,tr{a-o}dizi{a-o}nele,ind{u-o}sstriess,di tr{a-o}dizi{a-o}nele ind{u-o}sstriess,NA
1033,2039,טראַדיציאָנעלע,ADJ,1,לע,-le,די טראַדיציאָנעלע אוניווערסיטעטן,di,tr{a-o}ַdizi{a-o}ָnele,a{u-o}niwerssitetn,di tr{a-o}ַdizi{a-o}ָnele a{u-o}niwerssitetn,1
2232,4488,טראַדיציע,ADJ,1,ע,-e,דער טראַדיציע און,der,tr{a-o}ַdizie,a{u-o}n,der tr{a-o}ַdizie a{u-o}n,NA
650,1358,טראַדיציע),ADJ,1,ע,-e,דער טראַדיציע),der,tr{a-o}ַdizie),NA,der tr{a-o}ַdizie),NA
1122,2245,טראדיציענעלע,ADJ,1,לע,-le,א טראדיציענעלע חינוך,a,tr{a-o}dizienele,chin{u-o}ch,a tr{a-o}dizienele chin{u-o}ch,NA
10358,6587,טראנזאקציע,NOUN,1,ע,-e,אן עלעקטראנישע טראנזאקציע,an,elektr{a-o}nische,tr{a-o}ns{a-o}kzie,an elektr{a-o}nische tr{a-o}ns{a-o}kzie,NA
1561,3118,טראנזיציע,ADJ,1,ע,-e,א טראנזיציע פלאן,a,tr{a-o}nsizie,{p-f}l{a-o}n,a tr{a-o}nsizie {p-f}l{a-o}n,NA
3194,6509,טראנסמיסיע,ADJ,1,ע,-e,א טראנסמיסיע וועלכע,a,tr{a-o}nssmissie,wel{k-ch}e,a tr{a-o}nssmissie wel{k-ch}e,NA
4724,9638,טראנספערמאציע,ADJ,1,ע,-e,א טראנספערמאציע וואס,a,tr{a-o}nss{p-f}erm{a-o}zie,w{a-o}ss,a tr{a-o}nss{p-f}erm{a-o}zie w{a-o}ss,1
1778,3613,טראנסקאנטינענטאלע,ADJ,1,לע,-le,די טראנסקאנטינענטאלע רוטעס,di,tr{a-o}nssk{a-o}ntinent{a-o}le,r{u-o}tess,di tr{a-o}nssk{a-o}ntinent{a-o}le r{u-o}tess,NA
755,1562,טראָפּישע,ADJ,1,ע,-e,א טראָפּישע פרוכט,a,tr{a-o}ָ{p-f}ּische,{p-f}r{u-o}{k-ch}t,a tr{a-o}ָ{p-f}ּische {p-f}r{u-o}{k-ch}t,NA
2461,4953,טרויעריג-באוויסטע,ADJ,1,טע,-e,דעם טרויעריג-באוויסטע גזירה,dem,tr{u-o}ierig-{b-v}{a-o}wisste,gsirh,dem tr{u-o}ierig-{b-v}{a-o}wisste gsirh,NA
11931,8535,טרופן,NOUN,1,פן,-en,די שוועדישע טרופן,di,schwedische,tr{u-o}{p-f}n,di schwedische tr{u-o}{p-f}n,NA
8271,4106,טרוקענע,NOUN,1,ע,-e,די קלארע טרוקענע,di,kl{a-o}re,tr{u-o}kene,di kl{a-o}re tr{u-o}kene,NA
4193,8599,טרוקענעם,ADJ,1,עם,-em,דעם טרוקענעם אפטייטש,dem,tr{u-o}kenem,a{p-f}teitsch,dem tr{u-o}kenem a{p-f}teitsch,NA
9787,5913,טריאומפן,NOUN,1,פן,-en,די גרעסטע טריאומפן,di,gresste,tri{a-o}{u-o}m{p-f}n,di gresste tri{a-o}{u-o}m{p-f}n,NA
5876,1175,טריבונע,NOUN,1,ע,-e,די העכסטע טריבונע,di,he{k-ch}sste,tri{b-v}{u-o}ne,di he{k-ch}sste tri{b-v}{u-o}ne,NA
2673,5385,"טריבונע,",ADJ,1,ע,-e,"דער טריבונע,",der,"tri{b-v}{u-o}ne,",NA,"der tri{b-v}{u-o}ne,",NA
1493,2971,טריגאנאמעטרישע,ADJ,1,ע,-e,די טריגאנאמעטרישע פונקציעס,di,trig{a-o}n{a-o}metrische,vonkziess,di trig{a-o}n{a-o}metrische vonkziess,NA
5636,908,טרילאגיע,NOUN,1,ע,-e,די אריגינעלע טרילאגיע,di,{a-o}riginele,tril{a-o}gie,di {a-o}riginele tril{a-o}gie,NA
3115,6326,טשעכישע,ADJ,1,ע,-e,די טשעכישע בי,di,tsche{k-ch}ische,{b-v}i,di tsche{k-ch}ische {b-v}i,NA
3232,6582,טשעקקאנטע,ADJ,1,טע,-e,די טשעקקאנטע וועלכע,di,tschekk{a-o}nte,wel{k-ch}e,di tschekk{a-o}nte wel{k-ch}e,NA
6330,1700,יאגן,NOUN,1,גן,-en,די מסוכנ''דיגע יאגן,di,mss{u-o}{k-ch}n''dige,i{a-o}gn,di mss{u-o}{k-ch}n''dige i{a-o}gn,NA
839,1701,יאגנדיגע,ADJ,1,גע,-e,א יאגנדיגע אויטא,a,i{a-o}gndige,a{u-o}it{a-o},a i{a-o}gndige a{u-o}it{a-o},NA
5881,1181,יאהרן,NOUN,1,רן,-en,די לעצטערע יאהרן,di,leztere,i{a-o}hrn,di leztere i{a-o}hrn,NA
1685,3415,יאמונע,ADJ,1,ע,-e,די יאמונע און,di,i{a-o}m{u-o}ne,a{u-o}n,di i{a-o}m{u-o}ne a{u-o}n,NA
1111,2222,יאנגצע,ADJ,1,ע,-e,דער יאנגצע טייך,der,i{a-o}ngze,teich,der i{a-o}ngze teich,NA
4640,9486,יאנגצע),ADJ,1,ע,-e,דעם יאנגצע),dem,i{a-o}ngze),NA,dem i{a-o}ngze),NA
38,82,יאפאנישע,ADJ,1,ע,-e,די יאפאנישע אימפעריע,di,i{a-o}{p-f}{a-o}nische,im{p-f}erie,di i{a-o}{p-f}{a-o}nische im{p-f}erie,1
204,463,יאפאנעזע,ADJ,1,זע,-e,די יאפאנעזע פירמע,di,i{a-o}{p-f}{a-o}nese,{p-f}irme,di i{a-o}{p-f}{a-o}nese {p-f}irme,NA
2256,4535,יארדאניע,ADJ,1,ע,-e,די יארדאניע אוניווערסיטעט,di,i{a-o}rd{a-o}nie,a{u-o}niwerssitet,di i{a-o}rd{a-o}nie a{u-o}niwerssitet,NA
2255,4534,"יארדאניע,",ADJ,1,ע,-e,"דער יארדאניע,",der,"i{a-o}rd{a-o}nie,",NA,"der i{a-o}rd{a-o}nie,",NA
4338,8931,יארדאנישע,ADJ,1,ע,-e,די יארדאנישע סאלדאטן,di,i{a-o}rd{a-o}nische,ss{a-o}ld{a-o}tn,di i{a-o}rd{a-o}nische ss{a-o}ld{a-o}tn,NA
5284,500,יארן,NOUN,1,רן,-en,די פאלגענדע יארן,di,{p-f}{a-o}lgende,i{a-o}rn,di {p-f}{a-o}lgende i{a-o}rn,NA
9252,5255,יאָרן,NOUN,1,רן,-en,די נאָכמלחמהדיקע יאָרן,di,n{a-o}ָ{k-ch}mlchmhdike,i{a-o}ָrn,di n{a-o}ָ{k-ch}mlchmhdike i{a-o}ָrn,NA
972,1922,יוגאסלאווישע,ADJ,1,ע,-e,די יוגאסלאווישע אמבאסאדאר,di,i{u-o}g{a-o}ssl{a-o}wische,{a-o}m{b-v}{a-o}ss{a-o}d{a-o}r,di i{u-o}g{a-o}ssl{a-o}wische {a-o}m{b-v}{a-o}ss{a-o}d{a-o}r,NA
10745,7070,יודן,NOUN,1,דן,-en,די ספרדישע יודן,di,ss{p-f}rdische,i{u-o}dn,di ss{p-f}rdische i{u-o}dn,NA
593,1246,יודנעלטעסטע,ADJ,1,טע,-e,די יודנעלטעסטע פון,di,i{u-o}dneltesste,von,di i{u-o}dneltesste von,NA
3812,7746,יונגסטע,ADJ,1,טע,-e,די יונגסטע פון,di,i{u-o}ngsste,von,di i{u-o}ngsste von,NA
3324,6797,"יונגע,",ADJ,1,גע,-e,"די יונגע,",di,"i{u-o}nge,",NA,"di i{u-o}nge,",NA
2379,4790,יונגע′′,ADJ,1,גע,-e,די יונגע′′,di,i{u-o}nge′′,NA,di i{u-o}nge′′,NA
4124,8445,יורידיקציע,ADJ,1,ע,-e,די יורידיקציע און,di,i{u-o}ridikzie,a{u-o}n,di i{u-o}ridikzie a{u-o}n,NA
1009,1984,יוריסדיקציע,ADJ,1,ע,-e,די יוריסדיקציע האט,di,i{u-o}rissdikzie,h{a-o}t,di i{u-o}rissdikzie h{a-o}t,NA
6727,2177,יידישיסטן,NOUN,1,טן,-en,די מאדערנע יידישיסטן,di,m{a-o}derne,eidischisstn,di m{a-o}derne eidischisstn,NA
3965,8099,יידישע-פריישולע,ADJ,1,לע,-le,די יידישע-פריישולע (,di,eidische-{p-f}reisch{u-o}le,(,di eidische-{p-f}reisch{u-o}le (,NA
4774,9797,יידישע.,ADJ,1,ע,-e,די יידישע.,di,eidische.,NA,di eidische.,NA
4911,47,יידן,NOUN,1,דן,-en,די שפאנישע יידן,di,sch{p-f}{a-o}nische,eidn,di sch{p-f}{a-o}nische eidn,NA
3163,6440,"יידענע,",ADJ,1,ע,-e,"א יידענע,",a,"eidene,",NA,"a eidene,",NA
2421,4873,יינגע,ADJ,1,גע,-e,א יינגע העלד,a,einge,held,a einge held,NA
13118,9955,ימיקע,NOUN,1,קע,-e,די אנדערע ימיקע,di,{a-o}ndere,imike,di {a-o}ndere imike,NA
12892,9684,יעדן,NOUN,1,דן,-en,דער גריפע יעדן,der,gri{p-f}e,iedn,der gri{p-f}e iedn,NA
338,747,יענע,ADJ,1,ע,-e,די יענע 150,di,iene,150,di iene 150,NA
1953,3936,יעצטיגע,ADJ,1,גע,-e,די יעצטיגע סעקולרע,di,ieztige,ssek{u-o}lre,di ieztige ssek{u-o}lre,NA
4659,9515,יעקע,ADJ,1,קע,-e,דער יעקע האט,der,ieke,h{a-o}t,der ieke h{a-o}t,NA
3820,7763,ירושה''דיגע,ADJ,1,גע,-e,די ירושה''דיגע מלחמה,di,ir{u-o}schh''dige,mlchmh,di ir{u-o}schh''dige mlchmh,NA
11267,7708,ישיבישע,NOUN,1,ע,-e,די פרומע ישיבישע,di,{p-f}r{u-o}me,ischi{b-v}ische,di {p-f}r{u-o}me ischi{b-v}ische,NA
1092,2186,ישראל''ישע,ADJ,1,ע,-e,א ישראל''ישע טורמע,a,ischr{a-o}l''ische,t{u-o}rme,a ischr{a-o}l''ische t{u-o}rme,NA
628,1315,ישראלדיקע,ADJ,1,קע,-e,א ישראלדיקע פאליציאנטקע,a,ischr{a-o}ldike,{p-f}{a-o}lizi{a-o}ntke,a ischr{a-o}ldike {p-f}{a-o}lizi{a-o}ntke,NA
227,528,כאָלערע,ADJ,1,רע,-e,די כאָלערע עפּידעמיע,di,{k-ch}{a-o}ָlere,e{p-f}ּidemie,di {k-ch}{a-o}ָlere e{p-f}ּidemie,NA
7090,2624,כאפן,NOUN,1,פן,-en,די בא''גנב''טע כאפן,di,{b-v}{a-o}''gn{b-v}''te,{k-ch}{a-o}{p-f}n,di {b-v}{a-o}''gn{b-v}''te {k-ch}{a-o}{p-f}n,NA
1134,2266,כוואליע־,ADJ,1,ע,-e,די כוואליע־,di,{k-ch}w{a-o}lie־,NA,di {k-ch}w{a-o}lie־,NA
2233,4489,כוללדיקע,ADJ,1,קע,-e,די כוללדיקע סיסטעם,di,{k-ch}{u-o}lldike,ssisstem,di {k-ch}{u-o}lldike ssisstem,NA
7055,2580,כינעזישע,NOUN,1,ע,-e,די ערשטע כינעזישע,di,erschte,{k-ch}inesische,di erschte {k-ch}inesische,NA
1388,2746,כינעזע,ADJ,1,זע,-e,א כינעזע איינהייט,a,{k-ch}inese,iinheit,a {k-ch}inese iinheit,NA
2743,5556,כלי-פארעם,ADJ,1,עם,-em,די כלי-פארעם פארציע,di,{k-ch}li-{p-f}{a-o}rem,{p-f}{a-o}rzie,di {k-ch}li-{p-f}{a-o}rem {p-f}{a-o}rzie,NA
10232,6437,כעמיקאליע,NOUN,1,ע,-e,א דייטשע כעמיקאליע,a,deitsche,{k-ch}emik{a-o}lie,a deitsche {k-ch}emik{a-o}lie,NA
2583,5205,כעמיקאלע,ADJ,1,לע,-le,א כעמיקאלע סכנות''דיגע,a,{k-ch}emik{a-o}le,ss{k-ch}n{u-o}t''dige,a {k-ch}emik{a-o}le ss{k-ch}n{u-o}t''dige,NA
2751,5566,"כעמישע,",ADJ,1,ע,-e,"די כעמישע,",di,"{k-ch}emische,",NA,"di {k-ch}emische,",NA
1727,3493,כראנאלאגיע,ADJ,1,ע,-e,די כראנאלאגיע פון,di,{k-ch}r{a-o}n{a-o}l{a-o}gie,von,di {k-ch}r{a-o}n{a-o}l{a-o}gie von,NA
8618,4512,כראנישע,NOUN,1,ע,-e,א פארצווייגטע כראנישע,a,{p-f}{a-o}rzweigte,{k-ch}r{a-o}nische,a {p-f}{a-o}rzweigte {k-ch}r{a-o}nische,NA
4792,9834,לאַבאָראַטאָריע,ADJ,1,ע,-e,דער לאַבאָראַטאָריע האָט,der,l{a-o}ַ{b-v}{a-o}ָr{a-o}ַt{a-o}ָrie,h{a-o}ָt,der l{a-o}ַ{b-v}{a-o}ָr{a-o}ַt{a-o}ָrie h{a-o}ָt,NA
4794,9836,לאַבאָראַטאָריע־,ADJ,1,ע,-e,דער לאַבאָראַטאָריע־,der,l{a-o}ַ{b-v}{a-o}ָr{a-o}ַt{a-o}ָrie־,NA,der l{a-o}ַ{b-v}{a-o}ָr{a-o}ַt{a-o}ָrie־,NA
2666,5373,לאגישע,ADJ,1,ע,-e,די לאגישע ווערטן,di,l{a-o}gische,wertn,di l{a-o}gische wertn,NA
11625,8152,לאַגע,NOUN,1,גע,-e,די פינאַנציעלע לאַגע,di,{p-f}in{a-o}ַnziele,l{a-o}ַge,di {p-f}in{a-o}ַnziele l{a-o}ַge,NA
611,1283,לאטיינישע,ADJ,1,ע,-e,א לאטיינישע טויש,a,l{a-o}teinische,t{u-o}isch,a l{a-o}teinische t{u-o}isch,NA
6054,1385,לאיאלע,NOUN,1,לע,-le,די שטארקע לאיאלע,di,scht{a-o}rke,li{a-o}le,di scht{a-o}rke li{a-o}le,NA
1823,3679,לאנגיאריגע,ADJ,1,גע,-e,א לאנגיאריגע קליגער,a,l{a-o}ngi{a-o}rige,kliger,a l{a-o}ngi{a-o}rige kliger,NA
217,499,לאנגע,ADJ,1,גע,-e,א לאנגע צייט,a,l{a-o}nge,zeit,a l{a-o}nge zeit,NA
2725,5513,לאנדאנע,ADJ,1,ע,-e,די לאנדאנע באפעלקערונג,di,l{a-o}nd{a-o}ne,{b-v}{a-o}{p-f}elker{u-o}ng,di l{a-o}nd{a-o}ne {b-v}{a-o}{p-f}elker{u-o}ng,NA
10071,6249,לאַנדווירשאַפטלעכע,NOUN,1,כע,-e,די ייִדישע לאַנדווירשאַפטלעכע,di,eiִdische,l{a-o}ַndwirsch{a-o}ַ{p-f}tle{k-ch}e,di eiִdische l{a-o}ַndwirsch{a-o}ַ{p-f}tle{k-ch}e,NA
12518,9227,לאנדשאפטן,NOUN,1,טן,-en,די אמאליקע לאנדשאפטן,di,{a-o}m{a-o}like,l{a-o}ndsch{a-o}{p-f}tn,di {a-o}m{a-o}like l{a-o}ndsch{a-o}{p-f}tn,NA
882,1775,לאָפּעטע.,ADJ,1,טע,-e,די לאָפּעטע.,di,l{a-o}ָ{p-f}ּete.,NA,di l{a-o}ָ{p-f}ּete.,NA
771,1593,לאקאציע,ADJ,1,ע,-e,דער לאקאציע פון,der,l{a-o}k{a-o}zie,von,der l{a-o}k{a-o}zie von,NA
3147,6404,לאקאציע.,ADJ,1,ע,-e,די לאקאציע.,di,l{a-o}k{a-o}zie.,NA,di l{a-o}k{a-o}zie.,NA
1972,3962,לאקלע,ADJ,1,לע,-le,די לאקלע פירער,di,l{a-o}kle,{p-f}irer,di l{a-o}kle {p-f}irer,NA
4706,9591,לאקעאלע,ADJ,1,לע,-le,די לאקעאלע רעגירונג,di,l{a-o}ke{a-o}le,regir{u-o}ng,di l{a-o}ke{a-o}le regir{u-o}ng,NA
9337,5356,לויטן,NOUN,1,טן,-en,דער אינסטרוקציע לויטן,der,insstr{u-o}kzie,l{u-o}itn,der insstr{u-o}kzie l{u-o}itn,1
9716,5825,לויטע,NOUN,1,טע,-e,די רייכע לויטע,di,rei{k-ch}e,l{u-o}ite,di rei{k-ch}e l{u-o}ite,NA
1784,3621,לויפנדיגע,ADJ,1,גע,-e,די לויפנדיגע טראפיק,di,l{u-o}i{p-f}ndige,tr{a-o}{p-f}ik,di l{u-o}i{p-f}ndige tr{a-o}{p-f}ik,NA
445,975,לומדישע,ADJ,1,ע,-e,די לומדישע לייף,di,l{u-o}mdische,leif,di l{u-o}mdische leif,NA
12,35,לופטוואפע,ADJ,1,פע,-e,דער לופטוואפע </s><s> דעם,der,l{u-o}{p-f}tw{a-o}{p-f}e,</s><s>,der l{u-o}{p-f}tw{a-o}{p-f}e </s><s> dem,NA
192,437,לופטוואפע),ADJ,1,פע,-e,די לופטוואפע),di,l{u-o}{p-f}tw{a-o}{p-f}e),NA,di l{u-o}{p-f}tw{a-o}{p-f}e),NA
8116,3924,לופטליניע,NOUN,1,ע,-e,די גרעסטע לופטליניע,di,gresste,l{u-o}{p-f}tlinie,di gresste l{u-o}{p-f}tlinie,NA
4478,9213,ליאדע,ADJ,1,דע,-e,א ליאדע מינוט,a,li{a-o}de,min{u-o}t,a li{a-o}de min{u-o}t,NA
4810,9857,ליאַלקע,ADJ,1,קע,-e,די ליאַלקע טעאַטער,di,li{a-o}ַlke,te{a-o}ַter,di li{a-o}ַlke te{a-o}ַter,NA
