"","id","token","pos","check","paradigm_he","paradigm_lat","kwic","art","adj","noun","latin","chk_ann"
"3387",7598,"טאליע","ADJ",1,"ע","-e","דער טאליע אויף","der","t{a-o}lie","a{u-o}if","der t{a-o}lie a{u-o}if",NA
"2467",5554,"טאנגאניקע","ADJ",1,"קע","-e","דער טאנגאניקע אזערע","der","t{a-o}ng{a-o}nike","{a-o}sere","der t{a-o}ng{a-o}nike {a-o}sere",NA
"6121",1943,"טאפטשענדיגע","NOUN",1,"גע","-e","א גרופע טאפטשענדיגע","a","gr{u-o}{p-f}e","t{a-o}{p-f}tschendige","a gr{u-o}{p-f}e t{a-o}{p-f}tschendige",NA
"4317",9806,"טאפעלטע","ADJ",1,"טע","-e","די טאפעלטע אייזנבאן","di","t{a-o}{p-f}elte","iisn{b-v}{a-o}n","di t{a-o}{p-f}elte iisn{b-v}{a-o}n",NA
"1436",3160,"טאקטישע","ADJ",1,"ע","-e","א טאקטישע חשבון","a","t{a-o}ktische","chsch{b-v}{u-o}n","a t{a-o}ktische chsch{b-v}{u-o}n",NA
"7778",3920,"טאקיטקן","NOUN",1,"קן","-en","די נייע טאקיטקן","di","neie","t{a-o}kitkn","di neie t{a-o}kitkn",NA
"3688",8348,"טאַקסע","ADJ",1,"סע","-e","די טאַקסע אדער","di","t{a-o}ַksse","{a-o}der","di t{a-o}ַksse {a-o}der",NA
"296",718,"טאקע","ADJ",1,"קע","-e","דאס טאקע אפגעשפיגלט","d{a-o}ss","t{a-o}ke","a{p-f}gesch{p-f}iglt","d{a-o}ss t{a-o}ke a{p-f}gesch{p-f}iglt",NA
"1626",3587,"טארפעדע","ADJ",1,"דע","-e","א טארפעדע ווארשטאט","a","t{a-o}r{p-f}ede","w{a-o}rscht{a-o}t","a t{a-o}r{p-f}ede w{a-o}rscht{a-o}t",NA
"1524",3340,"טבע","ADJ",1,"בע","-e","א טבע וועלכע","a","t{b-v}e","wel{k-ch}e","a t{b-v}e wel{k-ch}e",NA
"9447",5854,"טויערן","NOUN",1,"רן","-en","די אינעווייניגסטע טויערן","di","ineweinigsste","t{u-o}iern","di ineweinigsste t{u-o}iern",NA
"850",1852,"טונקל-הויטיגע","ADJ",1,"קל","-el","א טונקל-הויטיגע פאלק","a","t{u-o}nkl-h{u-o}itige","{p-f}{a-o}lk","a t{u-o}nkl-h{u-o}itige {p-f}{a-o}lk",NA
"1677",3705,"טונקעלע","ADJ",1,"לע","-le","די טונקעלע פערד","di","t{u-o}nkele","{p-f}erd","di t{u-o}nkele {p-f}erd",NA
"5544",1284,"טוריסטישע","NOUN",1,"ע","-e","די וויכטיגסטע טוריסטישע","di","wi{k-ch}tigsste","t{u-o}risstische","di wi{k-ch}tigsste t{u-o}risstische",NA
"10099",6637,"טוריסטן","NOUN",1,"טן","-en","די אידישע טוריסטן","di","idische","t{u-o}risstn","di idische t{u-o}risstn",NA
"5940",1731,"טורמע","NOUN",1,"מע","-e","א ישראל''ישע טורמע","a","ischr{a-o}l''ische","t{u-o}rme","a ischr{a-o}l''ische t{u-o}rme",NA
"1121",2453,"טורעם","ADJ",1,"עם","-em","דעם טורעם צו","dem","t{u-o}rem","z{u-o}","dem t{u-o}rem z{u-o}",NA
"5515",1251,"טייכן","NOUN",1,"כן","-en","די וויכטיקסטע טייכן","di","wi{k-ch}tiksste","tei{k-ch}n","di wi{k-ch}tiksste tei{k-ch}n",NA
"1369",3050,"טיילווייזע","ADJ",1,"זע","-e","א טיילווייזע קאנטראל","a","teilweise","k{a-o}ntr{a-o}l","a teilweise k{a-o}ntr{a-o}l",NA
"1308",2908,"טייערסטע","ADJ",1,"טע","-e","די טייערסטע אינטערסטעיט","di","teiersste","interssteit","di teiersste interssteit",NA
"1111",2429,"טייערע","ADJ",1,"רע","-e","א טייערע פרייז","a","teiere","{p-f}reis","a teiere {p-f}reis",NA
"2329",5233,"טייערערע","ADJ",1,"רע","-e","א טייערערע פרייז","a","teierere","{p-f}reis","a teierere {p-f}reis",NA
"8644",4911,"טיכל","NOUN",1,"כל","-el","א פארבינדענע טיכל","a","{p-f}{a-o}r{b-v}indene","ti{k-ch}l","a {p-f}{a-o}r{b-v}indene ti{k-ch}l",NA
"3928",8928,"טיפזיניגע","ADJ",1,"גע","-e","די טיפזיניגע חידושים","di","ti{p-f}sinige","chid{u-o}schim","di ti{p-f}sinige chid{u-o}schim",NA
"496",1139,"טיפישע","ADJ",1,"ע","-e","די טיפישע חסידים","di","ti{p-f}ische","chssidim","di ti{p-f}ische chssidim",NA
"2577",5785,"טיפסטע","ADJ",1,"טע","-e","די טיפסטע אזערע","di","ti{p-f}sste","{a-o}sere","di ti{p-f}sste {a-o}sere",NA
"1209",2689,"טיפערע","ADJ",1,"רע","-e","די טיפערע מינעס","di","ti{p-f}ere","miness","di ti{p-f}ere miness",NA
"4863",531,"טכנאלאגיע","NOUN",1,"ע","-e","אן ארגאנישע טכנאלאגיע","an","{a-o}rg{a-o}nische","t{k-ch}n{a-o}l{a-o}gie","an {a-o}rg{a-o}nische t{k-ch}n{a-o}l{a-o}gie",NA
"305",734,"טמא''נעם","ADJ",1,"עם","-em","דעם טמא''נעם לאנד","dem","tm{a-o}''nem","l{a-o}nd","dem tm{a-o}''nem l{a-o}nd",1
"3076",6959,"טעארעטישע","ADJ",1,"ע","-e","א טעארעטישע ליניע","a","te{a-o}retische","linie","a te{a-o}retische linie",1
"1044",2264,"טעגלעכע","ADJ",1,"כע","-e","די טעגלעכע קוואנטיטעט","di","tegle{k-ch}e","kw{a-o}ntitet","di tegle{k-ch}e kw{a-o}ntitet",NA
"5370",1092,"טעזע","NOUN",1,"זע","-e","די דאזיגע טעזע","di","d{a-o}sige","tese","di d{a-o}sige tese",NA
"988",2154,"טעטיגע","ADJ",1,"גע","-e","די טעטיגע בערג","di","tetige","{b-v}erg","di tetige {b-v}erg",NA
"6683",2625,"טעטיקייטן","NOUN",1,"טן","-en","די מערסטע טעטיקייטן","di","mersste","tetikeitn","di mersste tetikeitn",NA
"7180",3235,"טעכניקן","NOUN",1,"קן","-en","די יסודותדיקע טעכניקן","di","iss{u-o}d{u-o}tdike","te{k-ch}nikn","di iss{u-o}d{u-o}tdike te{k-ch}nikn",NA
"3707",8389,"טעכנישע","ADJ",1,"ע","-e","די טעכנישע פארוואלטונג","di","te{k-ch}nische","{p-f}{a-o}rw{a-o}lt{u-o}ng","di te{k-ch}nische {p-f}{a-o}rw{a-o}lt{u-o}ng",NA
"4129",9399,"טעכנעלאגיע","ADJ",1,"ע","-e","א טעכנעלאגיע וואס","a","te{k-ch}nel{a-o}gie","w{a-o}ss","a te{k-ch}nel{a-o}gie w{a-o}ss",1
"293",710,"טעלעקאמוניקאציע","ADJ",1,"ע","-e","דער טעלעקאמוניקאציע פירמע","der","telek{a-o}m{u-o}nik{a-o}zie","{p-f}irme","der telek{a-o}m{u-o}nik{a-o}zie {p-f}irme",NA
"5547",1288,"טעמפל","NOUN",1,"פל","-el","די גרעסטע טעמפל","di","gresste","tem{p-f}l","di gresste tem{p-f}l",NA
"5484",1213,"טעמפעראטורן","NOUN",1,"רן","-en","די חודש''ליכע טעמפעראטורן","di","ch{u-o}dsch''li{k-ch}e","tem{p-f}er{a-o}t{u-o}rn","di ch{u-o}dsch''li{k-ch}e tem{p-f}er{a-o}t{u-o}rn",NA
"10654",7274,"טעמפרעטורן","NOUN",1,"רן","-en","די ווארימערע טעמפרעטורן","di","w{a-o}rimere","tem{p-f}ret{u-o}rn","di w{a-o}rimere tem{p-f}ret{u-o}rn",NA
"9374",5776,"טעקסטן","NOUN",1,"טן","-en","די פארשידענע טעקסטן","di","{p-f}{a-o}rschidene","teksstn","di {p-f}{a-o}rschidene teksstn",NA
"132",353,"טעקע","ADJ",1,"קע","-e","די טעקע אלע","di","teke","{a-o}le","di teke {a-o}le",NA
"5446",1173,"טעראריסטן","NOUN",1,"טן","-en","די גרעסטע טעראריסטן","di","gresste","ter{a-o}risstn","di gresste ter{a-o}risstn",NA
"8963",5286,"טערמינאלאגיע","NOUN",1,"ע","-e","די זעלבע טערמינאלאגיע","di","sel{b-v}e","termin{a-o}l{a-o}gie","di sel{b-v}e termin{a-o}l{a-o}gie",NA
"6182",2021,"טערקן","NOUN",1,"קן","-en","די אטאמאנישע טערקן","di","{a-o}t{a-o}m{a-o}nische","terkn","di {a-o}t{a-o}m{a-o}nische terkn",NA
"849",1850,"טראגישע","ADJ",1,"ע","-e","א טראגישע פארשטעלונג","a","tr{a-o}gische","{p-f}{a-o}rschtel{u-o}ng","a tr{a-o}gische {p-f}{a-o}rschtel{u-o}ng",NA
"5040",735,"טראגע","NOUN",1,"גע","-e","די שווארצע טראגע","di","schw{a-o}rze","tr{a-o}ge","di schw{a-o}rze tr{a-o}ge",NA
"891",1944,"טראגעדיגע","ADJ",1,"גע","-e","א טראגעדיגע ווייב","a","tr{a-o}gedige","wei{b-v}","a tr{a-o}gedige wei{b-v}",NA
"8305",4517,"טראגעדיע","NOUN",1,"ע","-e","די שוידערליכע טראגעדיע","di","sch{u-o}iderli{k-ch}e","tr{a-o}gedie","di sch{u-o}iderli{k-ch}e tr{a-o}gedie",1
"1720",3803,"טראדיציאנאלע","ADJ",1,"לע","-le","א טראדיציאנאלע סעליולער","a","tr{a-o}dizi{a-o}n{a-o}le","sseli{u-o}ler","a tr{a-o}dizi{a-o}n{a-o}le sseli{u-o}ler",NA
"354",827,"טראדיציאנעלע","ADJ",1,"לע","-le","די טראדיציאנעלע אינדוסטריעס","di","tr{a-o}dizi{a-o}nele","ind{u-o}sstriess","di tr{a-o}dizi{a-o}nele ind{u-o}sstriess",NA
"742",1617,"טראַדיציאָנעלע","ADJ",1,"לע","-le","די טראַדיציאָנעלע אוניווערסיטעטן","di","tr{a-o}ַdizi{a-o}ָnele","a{u-o}niwerssitetn","di tr{a-o}ַdizi{a-o}ָnele a{u-o}niwerssitetn",1
"1617",3569,"טראַדיציע","ADJ",1,"ע","-e","דער טראַדיציע און","der","tr{a-o}ַdizie","a{u-o}n","der tr{a-o}ַdizie a{u-o}n",NA
"813",1782,"טראדיציענעלע","ADJ",1,"לע","-le","א טראדיציענעלע חינוך","a","tr{a-o}dizienele","chin{u-o}ch","a tr{a-o}dizienele chin{u-o}ch",NA
"12334",9215,"טראכטן","NOUN",1,"טן","-en","א אייגענע טראכטן","a","iigene","tr{a-o}{k-ch}tn","a iigene tr{a-o}{k-ch}tn",NA
"8940",5253,"טראנזאקציע","NOUN",1,"ע","-e","אן עלעקטראנישע טראנזאקציע","an","elektr{a-o}nische","tr{a-o}ns{a-o}kzie","an elektr{a-o}nische tr{a-o}ns{a-o}kzie",NA
"1134",2488,"טראנזיציע","ADJ",1,"ע","-e","א טראנזיציע פלאן","a","tr{a-o}nsizie","{p-f}l{a-o}n","a tr{a-o}nsizie {p-f}l{a-o}n",NA
"2314",5187,"טראנסמיסיע","ADJ",1,"ע","-e","א טראנסמיסיע וועלכע","a","tr{a-o}nssmissie","wel{k-ch}e","a tr{a-o}nssmissie wel{k-ch}e",NA
"3416",7661,"טראנספערמאציע","ADJ",1,"ע","-e","א טראנספערמאציע וואס","a","tr{a-o}nss{p-f}erm{a-o}zie","w{a-o}ss","a tr{a-o}nss{p-f}erm{a-o}zie w{a-o}ss",1
"1283",2867,"טראנסקאנטינענטאלע","ADJ",1,"לע","-le","די טראנסקאנטינענטאלע רוטעס","di","tr{a-o}nssk{a-o}ntinent{a-o}le","r{u-o}tess","di tr{a-o}nssk{a-o}ntinent{a-o}le r{u-o}tess",NA
"4095",9314,"טראפישע","ADJ",1,"ע","-e","די טראפישע געגנטן","di","tr{a-o}{p-f}ische","gegntn","di tr{a-o}{p-f}ische gegntn",NA
"549",1241,"טראָפּישע","ADJ",1,"ע","-e","א טראָפּישע פרוכט","a","tr{a-o}ָ{p-f}ּische","{p-f}r{u-o}{k-ch}t","a tr{a-o}ָ{p-f}ּische {p-f}r{u-o}{k-ch}t",NA
"1794",3952,"טרויעריג-באוויסטע","ADJ",1,"טע","-e","דעם טרויעריג-באוויסטע גזירה","dem","tr{u-o}ierig-{b-v}{a-o}wisste","gsirh","dem tr{u-o}ierig-{b-v}{a-o}wisste gsirh",NA
"10240",6808,"טרופן","NOUN",1,"פן","-en","די שוועדישע טרופן","di","schwedische","tr{u-o}{p-f}n","di schwedische tr{u-o}{p-f}n",NA
"3037",6861,"טרוקענעם","ADJ",1,"עם","-em","דעם טרוקענעם אפטייטש","dem","tr{u-o}kenem","a{p-f}teitsch","dem tr{u-o}kenem a{p-f}teitsch",NA
"8488",4734,"טריאומפן","NOUN",1,"פן","-en","די גרעסטע טריאומפן","di","gresste","tri{a-o}{u-o}m{p-f}n","di gresste tri{a-o}{u-o}m{p-f}n",NA
"5229",938,"טריבונע","NOUN",1,"ע","-e","די העכסטע טריבונע","di","he{k-ch}sste","tri{b-v}{u-o}ne","di he{k-ch}sste tri{b-v}{u-o}ne",NA
"1081",2363,"טריגאנאמעטרישע","ADJ",1,"ע","-e","די טריגאנאמעטרישע פונקציעס","di","trig{a-o}n{a-o}metrische","vonkziess","di trig{a-o}n{a-o}metrische vonkziess",NA
"5016",708,"טרילאגיע","NOUN",1,"ע","-e","די אריגינעלע טרילאגיע","di","{a-o}riginele","tril{a-o}gie","di {a-o}riginele tril{a-o}gie",NA
"3719",8424,"טשיקאַווע","ADJ",1,"ע","-e","די טשיקאַווע אינצידענט","di","tschik{a-o}ַwe","inzident","di tschik{a-o}ַwe inzident",NA
"2259",5048,"טשעכישע","ADJ",1,"ע","-e","די טשעכישע בי","di","tsche{k-ch}ische","{b-v}i","di tsche{k-ch}ische {b-v}i",NA
"2331",5248,"טשעקקאנטע","ADJ",1,"טע","-e","די טשעקקאנטע וועלכע","di","tschekk{a-o}nte","wel{k-ch}e","di tschekk{a-o}nte wel{k-ch}e",NA
"5611",1354,"יאגן","NOUN",1,"גן","-en","די מסוכנ''דיגע יאגן","di","mss{u-o}{k-ch}n''dige","i{a-o}gn","di mss{u-o}{k-ch}n''dige i{a-o}gn",NA
"617",1355,"יאגנדיגע","ADJ",1,"גע","-e","א יאגנדיגע אויטא","a","i{a-o}gndige","a{u-o}it{a-o}","a i{a-o}gndige a{u-o}it{a-o}",NA
"5233",943,"יאהרן","NOUN",1,"רן","-en","די לעצטערע יאהרן","di","leztere","i{a-o}hrn","di leztere i{a-o}hrn",NA
"1220",2707,"יאמונע","ADJ",1,"ע","-e","די יאמונע און","di","i{a-o}m{u-o}ne","a{u-o}n","di i{a-o}m{u-o}ne a{u-o}n",NA
"3951",8971,"יאמערליכע","ADJ",1,"כע","-e","די יאמערליכע קולות","di","i{a-o}merli{k-ch}e","k{u-o}l{u-o}t","di i{a-o}merli{k-ch}e k{u-o}l{u-o}t",NA
"804",1761,"יאנגצע","ADJ",1,"ע","-e","דער יאנגצע טייך","der","i{a-o}ngze","teich","der i{a-o}ngze teich",NA
"31",69,"יאפאנישע","ADJ",1,"ע","-e","די יאפאנישע אימפעריע","di","i{a-o}{p-f}{a-o}nische","im{p-f}erie","di i{a-o}{p-f}{a-o}nische im{p-f}erie",1
"156",392,"יאפאנעזע","ADJ",1,"זע","-e","די יאפאנעזע פירמע","di","i{a-o}{p-f}{a-o}nese","{p-f}irme","di i{a-o}{p-f}{a-o}nese {p-f}irme",NA
"1635",3607,"יארדאניע","ADJ",1,"ע","-e","די יארדאניע אוניווערסיטעט","di","i{a-o}rd{a-o}nie","a{u-o}niwerssitet","di i{a-o}rd{a-o}nie a{u-o}niwerssitet",NA
"3142",7114,"יארדאנישע","ADJ",1,"ע","-e","די יארדאנישע סאלדאטן","di","i{a-o}rd{a-o}nische","ss{a-o}ld{a-o}tn","di i{a-o}rd{a-o}nische ss{a-o}ld{a-o}tn",NA
"4069",9251,"יאריגע","ADJ",1,"גע","-e","א יאריגע קאנפערענץ","a","i{a-o}rige","k{a-o}n{p-f}erenz","a i{a-o}rige k{a-o}n{p-f}erenz",NA
"4767",425,"יארן","NOUN",1,"רן","-en","די פאלגענדע יארן","di","{p-f}{a-o}lgende","i{a-o}rn","di {p-f}{a-o}lgende i{a-o}rn",NA
"703",1526,"יוגאסלאווישע","ADJ",1,"ע","-e","די יוגאסלאווישע אמבאסאדאר","di","i{u-o}g{a-o}ssl{a-o}wische","{a-o}m{b-v}{a-o}ss{a-o}d{a-o}r","di i{u-o}g{a-o}ssl{a-o}wische {a-o}m{b-v}{a-o}ss{a-o}d{a-o}r",NA
"9263",5641,"יודן","NOUN",1,"דן","-en","די ספרדישע יודן","di","ss{p-f}rdische","i{u-o}dn","di ss{p-f}rdische i{u-o}dn",NA
"2950",6645,"יונגסטע","ADJ",1,"טע","-e","די יונגסטע מיטגלידער","di","i{u-o}ngsste","mitglider","di i{u-o}ngsste mitglider",NA
"4084",9294,"יונגעלע","ADJ",1,"לע","-le","די יונגעלע פרוי","di","i{u-o}ngele","{p-f}r{u-o}i","di i{u-o}ngele {p-f}r{u-o}i",NA
"3795",8611,"יונגערע","ADJ",1,"רע","-e","א יונגערע און","a","i{u-o}ngere","a{u-o}n","a i{u-o}ngere a{u-o}n",NA
"2979",6730,"יורידיקציע","ADJ",1,"ע","-e","די יורידיקציע און","di","i{u-o}ridikzie","a{u-o}n","di i{u-o}ridikzie a{u-o}n",NA
"725",1573,"יוריסדיקציע","ADJ",1,"ע","-e","די יוריסדיקציע האט","di","i{u-o}rissdikzie","h{a-o}t","di i{u-o}rissdikzie h{a-o}t",NA
"5933",1723,"יידישיסטן","NOUN",1,"טן","-en","די מאדערנע יידישיסטן","di","m{a-o}derne","eidischisstn","di m{a-o}derne eidischisstn",NA
"429",981,"ייִדישע","ADJ",1,"ע","-e","די ייִדישע קהילה","di","eiִdische","khilh","di eiִdische khilh",NA
"4440",36,"יידן","NOUN",1,"דן","-en","די שפאנישע יידן","di","sch{p-f}{a-o}nische","eidn","di sch{p-f}{a-o}nische eidn",NA
"1764",3889,"יינגע","ADJ",1,"גע","-e","א יינגע העלד","a","einge","held","a einge held",NA
"11206",7908,"ימיקע","NOUN",1,"קע","-e","די אנדערע ימיקע","di","{a-o}ndere","imike","di {a-o}ndere imike",NA
"11022",7696,"יעדן","NOUN",1,"דן","-en","דער גריפע יעדן","der","gri{p-f}e","iedn","der gri{p-f}e iedn",NA
"1406",3118,"יעצטיגע","ADJ",1,"גע","-e","די יעצטיגע סעקולרע","di","ieztige","ssek{u-o}lre","di ieztige ssek{u-o}lre",NA
"3373",7574,"יעקע","ADJ",1,"קע","-e","דער יעקע האט","der","ieke","h{a-o}t","der ieke h{a-o}t",NA
"2766",6192,"ירושה''דיגע","ADJ",1,"גע","-e","די ירושה''דיגע מלחמה","di","ir{u-o}schh''dige","mlchmh","di ir{u-o}schh''dige mlchmh",NA
"9694",6144,"ישיבישע","NOUN",1,"ע","-e","די פרומע ישיבישע","di","{p-f}r{u-o}me","ischi{b-v}ische","di {p-f}r{u-o}me ischi{b-v}ische",NA
"787",1731,"ישראל''ישע","ADJ",1,"ע","-e","א ישראל''ישע טורמע","a","ischr{a-o}l''ische","t{u-o}rme","a ischr{a-o}l''ische t{u-o}rme",NA
"455",1042,"ישראלדיקע","ADJ",1,"קע","-e","א ישראלדיקע פאליציאנטקע","a","ischr{a-o}ldike","{p-f}{a-o}lizi{a-o}ntke","a ischr{a-o}ldike {p-f}{a-o}lizi{a-o}ntke",NA
"3731",8453,"כאפטע","ADJ",1,"טע","-e","א כאפטע באנדיטן","a","{k-ch}{a-o}{p-f}te","{b-v}{a-o}nditn","a {k-ch}{a-o}{p-f}te {b-v}{a-o}nditn",NA
"6242",2092,"כאפן","NOUN",1,"פן","-en","די בא''גנב''טע כאפן","di","{b-v}{a-o}''gn{b-v}''te","{k-ch}{a-o}{p-f}n","di {b-v}{a-o}''gn{b-v}''te {k-ch}{a-o}{p-f}n",NA
"12406",9295,"כאראקטערן","NOUN",1,"רן","-en","די אנדערע כאראקטערן","di","{a-o}ndere","{k-ch}{a-o}r{a-o}ktern","di {a-o}ndere {k-ch}{a-o}r{a-o}ktern",NA
"12323",9204,"כאריזמע","NOUN",1,"מע","-e","א שטארקע כאריזמע","a","scht{a-o}rke","{k-ch}{a-o}risme","a scht{a-o}rke {k-ch}{a-o}risme",NA
"1618",3570,"כוללדיקע","ADJ",1,"קע","-e","די כוללדיקע סיסטעם","di","{k-ch}{u-o}lldike","ssisstem","di {k-ch}{u-o}lldike ssisstem",NA
"11422",8157,"כינע","NOUN",1,"ע","-e","די קאמוניסטישע כינע","di","k{a-o}m{u-o}nisstische","{k-ch}ine","di k{a-o}m{u-o}nisstische {k-ch}ine",NA
"1002",2181,"כינעזע","ADJ",1,"זע","-e","א כינעזע איינהייט","a","{k-ch}inese","iinheit","a {k-ch}inese iinheit",NA
"2007",4453,"כלי-פארעם","ADJ",1,"עם","-em","די כלי-פארעם פארציע","di","{k-ch}li-{p-f}{a-o}rem","{p-f}{a-o}rzie","di {k-ch}li-{p-f}{a-o}rem {p-f}{a-o}rzie",NA
"4364",9908,"כלליות''דיגע","ADJ",1,"גע","-e","א כלליות''דיגע שאלה","a","{k-ch}lli{u-o}t''dige","sch{a-o}lh","a {k-ch}lli{u-o}t''dige sch{a-o}lh",NA
"8826",5125,"כעמיקאליע","NOUN",1,"ע","-e","א דייטשע כעמיקאליע","a","deitsche","{k-ch}emik{a-o}lie","a deitsche {k-ch}emik{a-o}lie",NA
"2382",5367,"כעמיקאלע","ADJ",1,"לע","-le","די כעמיקאלע רעאקציע","di","{k-ch}emik{a-o}le","re{a-o}kzie","di {k-ch}emik{a-o}le re{a-o}kzie",NA
"7494",3588,"כראנישע","NOUN",1,"ע","-e","א פארצווייגטע כראנישע","a","{p-f}{a-o}rzweigte","{k-ch}r{a-o}nische","a {p-f}{a-o}rzweigte {k-ch}r{a-o}nische",NA
"772",1688,"כשר''ע","ADJ",1,"ע","-e","די כשר''ע אור","di","{k-ch}schr''e","a{u-o}r","di {k-ch}schr''e a{u-o}r",NA
"1952",4301,"לאגישע","ADJ",1,"ע","-e","די לאגישע ווערטן","di","l{a-o}gische","wertn","di l{a-o}gische wertn",NA
"5780",1541,"לאגע","NOUN",1,"גע","-e","די עקאנאמישע לאגע","di","ek{a-o}n{a-o}mische","l{a-o}ge","di ek{a-o}n{a-o}mische l{a-o}ge",NA
"11635",8395,"לאגערן","NOUN",1,"רן","-en","די פרומע לאגערן","di","{p-f}r{u-o}me","l{a-o}gern","di {p-f}r{u-o}me l{a-o}gern",NA
"443",1015,"לאטיינישע","ADJ",1,"ע","-e","א לאטיינישע טויש","a","l{a-o}teinische","t{u-o}isch","a l{a-o}teinische t{u-o}isch",NA
"5375",1098,"לאיאלע","NOUN",1,"לע","-le","די שטארקע לאיאלע","di","scht{a-o}rke","li{a-o}le","di scht{a-o}rke li{a-o}le",NA
"1317",2922,"לאנגיאריגע","ADJ",1,"גע","-e","א לאנגיאריגע קליגער","a","l{a-o}ngi{a-o}rige","kliger","a l{a-o}ngi{a-o}rige kliger",NA
"166",424,"לאנגע","ADJ",1,"גע","-e","א לאנגע צייט","a","l{a-o}nge","zeit","a l{a-o}nge zeit",NA
"1996",4419,"לאנדאנע","ADJ",1,"ע","-e","די לאנדאנע באפעלקערונג","di","l{a-o}nd{a-o}ne","{b-v}{a-o}{p-f}elker{u-o}ng","di l{a-o}nd{a-o}ne {b-v}{a-o}{p-f}elker{u-o}ng",NA
"10725",7353,"לאנדשאפטן","NOUN",1,"טן","-en","די אמאליקע לאנדשאפטן","di","{a-o}m{a-o}like","l{a-o}ndsch{a-o}{p-f}tn","di {a-o}m{a-o}like l{a-o}ndsch{a-o}{p-f}tn",NA
"1425",3143,"לאקלע","ADJ",1,"לע","-le","די לאקלע פירער","di","l{a-o}kle","{p-f}irer","di l{a-o}kle {p-f}irer",NA
"3406",7629,"לאקעאלע","ADJ",1,"לע","-le","די לאקעאלע רעגירונג","di","l{a-o}ke{a-o}le","regir{u-o}ng","di l{a-o}ke{a-o}le regir{u-o}ng",NA
"8106",4285,"לויטן","NOUN",1,"טן","-en","דער אינסטרוקציע לויטן","der","insstr{u-o}kzie","l{u-o}itn","der insstr{u-o}kzie l{u-o}itn",NA
"8432",4670,"לויטע","NOUN",1,"טע","-e","די רייכע לויטע","di","rei{k-ch}e","l{u-o}ite","di rei{k-ch}e l{u-o}ite",NA
"1287",2873,"לויפנדיגע","ADJ",1,"גע","-e","די לויפנדיגע טראפיק","di","l{u-o}i{p-f}ndige","tr{a-o}{p-f}ik","di l{u-o}i{p-f}ndige tr{a-o}{p-f}ik",NA
"320",765,"לומדישע","ADJ",1,"ע","-e","די לומדישע לייף","di","l{u-o}mdische","leif","di l{u-o}mdische leif",NA
"8",27,"לופטוואפע","ADJ",1,"פע","-e","דער לופטוואפע </s><s> דעם","der","l{u-o}{p-f}tw{a-o}{p-f}e","</s><s>","der l{u-o}{p-f}tw{a-o}{p-f}e </s><s> dem",NA
"7065",3107,"לופטליניע","NOUN",1,"ע","-e","די גרעסטע לופטליניע","di","gresste","l{u-o}{p-f}tlinie","di gresste l{u-o}{p-f}tlinie",NA
"3245",7343,"ליאדע","ADJ",1,"דע","-e","א ליאדע מינוט","a","li{a-o}de","min{u-o}t","a li{a-o}de min{u-o}t",NA
"494",1134,"ליבע","ADJ",1,"בע","-e","א ליבע צו","a","li{b-v}e","z{u-o}","a li{b-v}e z{u-o}",NA
"3967",9008,"ליבעראליסטישע","ADJ",1,"ע","-e","די ליבעראליסטישע געדאנק","di","li{b-v}er{a-o}lisstische","ged{a-o}nk","di li{b-v}er{a-o}lisstische ged{a-o}nk",NA
"3969",9010,"ליבעראלישע","ADJ",1,"ע","-e","א ליבעראלישע רעגירונג","a","li{b-v}er{a-o}lische","regir{u-o}ng","a li{b-v}er{a-o}lische regir{u-o}ng",NA
"3991",9064,"ליוואָנישע","ADJ",1,"ע","-e","די ליוואָנישע מלחמה","di","liw{a-o}ָnische","mlchmh","di liw{a-o}ָnische mlchmh",NA
"506",1168,"ליטע","ADJ",1,"טע","-e","דער ליטע און","der","lite","a{u-o}n","der lite a{u-o}n",NA
"4253",9647,"לייבליכע","ADJ",1,"כע","-e","א לייבליכע קרענק","a","lei{b-v}li{k-ch}e","krenk","a lei{b-v}li{k-ch}e krenk",NA
"3034",6856,"ליידיקע","ADJ",1,"קע","-e","די ליידיקע ראגן","di","leidike","r{a-o}gn","di leidike r{a-o}gn",NA
"3959",8990,"לייכטע","ADJ",1,"טע","-e","די לייכטע טראנספארט","di","lei{k-ch}te","tr{a-o}nss{p-f}{a-o}rt","di lei{k-ch}te tr{a-o}nss{p-f}{a-o}rt",NA
"148",372,"לייכסטע","ADJ",1,"טע","-e","די לייכסטע און","di","lei{k-ch}sste","a{u-o}n","di lei{k-ch}sste a{u-o}n",NA
"668",1453,"ליכטיגע","ADJ",1,"גע","-e","די ליכטיגע היים","di","li{k-ch}tige","heim","di li{k-ch}tige heim",NA
"2211",4961,"לימענע","ADJ",1,"ע","-e","א לימענע סיי","a","limene","ssei","a limene ssei",NA
"3235",7322,"ליניארע","ADJ",1,"רע","-e","א ליניארע גלייכונג","a","lini{a-o}re","glei{k-ch}{u-o}ng","a lini{a-o}re glei{k-ch}{u-o}ng",NA
"4232",9610,"לינע","ADJ",1,"ע","-e","דער לינע זענען","der","line","senen","der line senen",NA
"140",361,"ליציטאציע","ADJ",1,"ע","-e","א ליציטאציע פארקויף","a","lizit{a-o}zie","{p-f}{a-o}rk{u-o}if","a lizit{a-o}zie {p-f}{a-o}rk{u-o}if",NA
