"lfd","noun","collocations","category"
114,"mouth","blood","SE"
115,"mouth","food","SE"
116,"mouth","foot","SE"
117,"mouth","place","SE"
118,"mouth","put","SE"
119,"mouth","come","SE"
120,"mouth","look","SE"
121,"mouth","Nicolo","SE"
122,"mouth","Lucenzo","SE"
123,"mouth","Guy","SE"
124,"mouth","Caroline","SE"
125,"mouth","Luke","SE"
126,"mouth","dog","SE"
127,"mouth","baby","SE"
128,"mouth","patient","SE"
129,"mouth","boy","SE"
130,"mouth","girl","SE"
131,"mouth","child","SE"
132,"mouth","woman","SE"
133,"mouth","man","SE"
134,"mouth","half-open","SE"
135,"mouth","full","SE"
136,"mouth","wider","SE"
137,"mouth","warm","SE"
138,"mouth","hot","SE"
139,"mouth","Seine","SE"
140,"mouth","babe","SE"
141,"mouth","cave","SE"
142,"mouth","estuary","SE"
143,"mouth","River","SE"
144,"mouth","alley","SE"
145,"mouth","river","SE"
146,"mouth","harbour","SE"
147,"mouth","hell","SE"
148,"mouth","bay","SE"
149,"mouth","hole","SE"
150,"mouth","valley","SE"
151,"mouth","fish","SE"
152,"mouth","agape","SE"
153,"mouth","pipette","SE"
154,"mouth","slit","SE"
155,"mouth","resuscitation","SE"
156,"mouth","watering","SE"
157,"mouth","papilla","SE"
158,"mouth","ulcer","SE"
159,"mouth","organ","SE"
160,"mouth","wash","SE"
161,"mouth","opening","SE"
162,"mouth","disease","SE"
163,"mouth","region","SE"
164,"mouth","leap","SE"
165,"mouth","go","SE"
166,"mouth","fly","SE"
167,"mouth","glass","SE"
168,"mouth","protrude","SE"
169,"mouth","pour","SE"
170,"mouth","foam","SE"
171,"mouth","froth","SE"
172,"mouth","foaming","SE"
173,"mouth","pull","SE"
174,"mouth","napkin","SE"
175,"mouth","handkerchief","SE"
176,"mouth","noise","SE"
177,"mouth","talk","SE"
178,"mouth","speak","SE"
179,"mouth","time","SE"
180,"mouth","breathe","SE"
181,"mouth","off","SE"
182,"mouth","down","SE"
183,"mouth","out","SE"
184,"mouth","play","SE"
185,"mouth","poss","SE"
186,"mouth","VPto","SE"
187,"mouth","VPing","SE"
188,"mouth","Sfin","SE"
189,"mouth","Swh","SE"
190,"mouth","Sing","SE"
1,"raincoat","burberry","T&C"
2,"raincoat","belted","T&C"
3,"raincoat","Burberry","T&C"
4,"raincoat","clay-coloured","T&C"
5,"raincoat","aquascutum","T&C"
6,"raincoat","grubby","T&C"
7,"raincoat","beige","T&C"
8,"raincoat","shabby","T&C"
9,"raincoat","shiny","T&C"
10,"raincoat","rubber","T&C"
11,"raincoat","blue","T&C"
12,"raincoat","damp","T&C"
13,"raincoat","yellow","T&C"
14,"raincoat","plastic","T&C"
15,"raincoat","dirty","T&C"
16,"raincoat","light","T&C"
17,"raincoat","expensive","T&C"
18,"raincoat","grey","T&C"
19,"raincoat","famous","T&C"
20,"raincoat","black","T&C"
21,"raincoat","dark","T&C"
22,"raincoat","long","T&C"
23,"raincoat","white","T&C"
24,"raincoat","old","T&C"
25,"raincoat","beret","T&C"
26,"raincoat","trilby","T&C"
27,"raincoat","welly","T&C"
28,"raincoat","anorak","T&C"
29,"raincoat","raincoat","T&C"
30,"raincoat","umbrella","T&C"
31,"raincoat","hat","T&C"
32,"raincoat","boot","T&C"
33,"raincoat","jacket","T&C"
34,"raincoat","suit","T&C"
35,"raincoat","shoe","T&C"
36,"raincoat","expression","T&C"
37,"raincoat","belt","T&C"
38,"raincoat","fetch","T&C"
39,"raincoat","wear","T&C"
40,"raincoat","open","T&C"
41,"raincoat","remove","T&C"
42,"raincoat","buy","T&C"
43,"raincoat","turn","T&C"
44,"raincoat","dress","T&C"
45,"raincoat","lady","T&C"
46,"raincoat","man","T&C"
47,"raincoat","figure","T&C"
48,"raincoat","stand","T&C"
49,"raincoat","look","T&C"
50,"raincoat","layer","T&C"
51,"raincoat","collar","T&C"
52,"raincoat","put","T&C"
53,"raincoat","peel","T&C"
54,"raincoat","poss","T&C"
55,"raincoat","Swh","T&C"
56,"raincoat","VPing","T&C"
57,"raincoat","Sfin","T&C"
58,"raincoat","VPto","T&C"
1,"closet","linen-room","T&C"
2,"closet","louvre-fronted","T&C"
3,"closet","slanting","T&C"
4,"closet","embossed","T&C"
5,"closet","upstairs","T&C"
6,"closet","musty","T&C"
7,"closet","violet","T&C"
8,"closet","full-length","T&C"
9,"closet","panelled","T&C"
10,"closet","locked","T&C"
11,"closet","Santiago","T&C"
12,"closet","pedestal","T&C"
13,"closet","rogue","T&C"
14,"closet","discreet","T&C"
15,"closet","broom","T&C"
16,"closet","dining-room","T&C"
17,"closet","polished","T&C"
18,"closet","ash","T&C"
19,"closet","earth","T&C"
20,"closet","indoor","T&C"
21,"closet","china","T&C"
22,"closet","neighbouring","T&C"
23,"closet","primitive","T&C"
24,"closet","patent","T&C"
25,"closet","water","T&C"
26,"closet","Load","T&C"
27,"closet","raffles-type","T&C"
28,"closet","Pfi","T&C"
29,"closet","bedchamber","T&C"
30,"closet","Rab","T&C"
31,"closet","cupboard","T&C"
32,"closet","polish","T&C"
33,"closet","bathroom","T&C"
34,"closet","picnic","T&C"
35,"closet","spike","T&C"
36,"closet","wardrobe","T&C"
37,"closet","sickness","T&C"
38,"closet","toilet","T&C"
39,"closet","suite","T&C"
40,"closet","beam","T&C"
41,"closet","terrace","T&C"
42,"closet","bedroom","T&C"
43,"closet","vendor","T&C"
44,"closet","shelf","T&C"
45,"closet","flesh","T&C"
46,"closet","vegetable","T&C"
47,"closet","bath","T&C"
48,"closet","rose","T&C"
49,"closet","wood","T&C"
50,"closet","cabinet","T&C"
51,"closet","tribade","T&C"
52,"closet","countrysider","T&C"
53,"closet","hetero","T&C"
54,"closet","maoist","T&C"
55,"closet","retributivist","T&C"
56,"closet","body-builder","T&C"
57,"closet","federalist","T&C"
58,"closet","hippy","T&C"
59,"closet","buff","T&C"
60,"closet","cistern","T&C"
61,"closet","linguist","T&C"
62,"closet","villain","T&C"
63,"closet","unionism","T&C"
64,"closet","affinity","T&C"
65,"closet","radical","T&C"
66,"closet","liberal","T&C"
67,"closet","nationalist","T&C"
68,"closet","communist","T&C"
69,"closet","slip","T&C"
70,"closet","intellectual","T&C"
71,"closet","republican","T&C"
72,"closet","Jimmy","T&C"
73,"closet","christian","T&C"
74,"closet","trainer","T&C"
75,"closet","tower","T&C"
76,"closet","wee","T&C"
77,"closet","linoleum","T&C"
78,"closet","skeleton","T&C"
79,"closet","plumbing","T&C"
80,"closet","dangle","T&C"
81,"closet","privacy","T&C"
82,"closet","lock","T&C"
83,"closet","smoke","T&C"
84,"closet","lamb","T&C"
85,"closet","stir","T&C"
86,"closet","cow","T&C"
87,"closet","hang","T&C"
88,"closet","shirt","T&C"
89,"closet","fit","T&C"
90,"closet","stay","T&C"
91,"closet","sit","T&C"
92,"closet","frequent","T&C"
93,"closet","enclose","T&C"
94,"closet","exchange","T&C"
95,"closet","hate","T&C"
96,"closet","dress","T&C"
97,"closet","visit","T&C"
98,"closet","remove","T&C"
99,"closet","replace","T&C"
100,"closet","design","T&C"
101,"closet","janissary","T&C"
102,"closet","remains","T&C"
103,"closet","innovation","T&C"
104,"closet","clerk","T&C"
105,"closet","supply","T&C"
106,"closet","door","T&C"
107,"closet","back","T&C"
108,"closet","wall","T&C"
109,"closet","sort","T&C"
110,"closet","cram","T&C"
111,"closet","flush","T&C"
112,"closet","sail","T&C"
113,"closet","whisper","T&C"
114,"closet","hit","T&C"
115,"closet","pick","T&C"
116,"closet","housemaid","T&C"
117,"closet","Ophelia","T&C"
118,"closet","Guest","T&C"
119,"closet","Antoinette","T&C"
120,"closet","mother","T&C"
121,"closet","returning","T&C"
122,"closet","return","T&C"
123,"closet","credible","T&C"
124,"closet","gay","T&C"
125,"closet","larger","T&C"
126,"closet","full","T&C"
127,"closet","legion","T&C"
128,"closet","fireplace","T&C"
129,"closet","bottle","T&C"
130,"closet","wrench","T&C"
131,"closet","dish","T&C"
132,"closet","coat","T&C"
133,"closet","release","T&C"
134,"closet","necessity","T&C"
135,"closet","hustle","T&C"
136,"closet","drag","T&C"
137,"closet","equipment","T&C"
138,"closet","candidacy","T&C"
139,"closet","rarity","T&C"
140,"closet","collection","T&C"
141,"closet","bottom","T&C"
142,"closet","stair","T&C"
143,"closet","washstand","T&C"
144,"closet","robe","T&C"
145,"closet","Ireland","T&C"
146,"closet","hook","T&C"
147,"closet","writer","T&C"
148,"closet","sexuality","T&C"
149,"closet","rendezvous","T&C"
150,"closet","poss","T&C"
151,"closet","Sfin","T&C"
152,"closet","Swh","T&C"
153,"closet","it+","T&C"
154,"closet","Sing","T&C"
155,"closet","VPto","T&C"
156,"closet","VPing","T&C"
1,"canal","Suez","EA"
2,"canal","Panama","EA"
3,"canal","grand","EA"
4,"canal","caledonian","EA"
5,"canal","alimentary","EA"
6,"canal","Stroudwater","EA"
7,"canal","Mersey","EA"
8,"canal","Union","EA"
9,"canal","anal","EA"
10,"canal","Sharpness","EA"
11,"canal","Shropshire","EA"
12,"canal","Leeds-liverpool","EA"
13,"canal","Basingstoke","EA"
14,"canal","Cromford","EA"
15,"canal","Crinan","EA"
16,"canal","semicircular","EA"
17,"canal","Avon","EA"
18,"canal","irrigation","EA"
19,"canal","bridgewater","EA"
20,"canal","junction","EA"
21,"canal","erewash","EA"
22,"canal","Regents","EA"
23,"canal","Clyde","EA"
24,"canal","Macclesfield","EA"
25,"canal","incisive","EA"
26,"canal","towpath","EA"
27,"canal","boatman","EA"
28,"canal","mania","EA"
29,"canal","barge","EA"
30,"canal","zone","EA"
31,"canal","cruise","EA"
32,"canal","basin","EA"
33,"canal","plus","EA"
34,"canal","navigation","EA"
35,"canal","pass","EA"
36,"canal","boat","EA"
37,"canal","treaty","EA"
38,"canal","bus","EA"
39,"canal","era","EA"
40,"canal","repair","EA"
41,"canal","turn","EA"
42,"canal","bank","EA"
43,"canal","bridge","EA"
44,"canal","network","EA"
45,"canal","walk","EA"
46,"canal","route","EA"
47,"canal","co","EA"
48,"canal","engineer","EA"
49,"canal","company","EA"
50,"canal","construction","EA"
51,"canal","kennet","EA"
52,"canal","Trent","EA"
53,"canal","waterway","EA"
54,"canal","Forth","EA"
55,"canal","estuary","EA"
56,"canal","river","EA"
57,"canal","Thames","EA"
58,"canal","railway","EA"
59,"canal","lake","EA"
60,"canal","canal","EA"
61,"canal","Leeds","EA"
62,"canal","rail","EA"
63,"canal","road","EA"
64,"canal","transport","EA"
65,"canal","stretch","EA"
66,"canal","waters","EA"
67,"canal","opening","EA"
68,"canal","mile","EA"
69,"canal","length","EA"
70,"canal","side","EA"
71,"canal","section","EA"
72,"canal","end","EA"
73,"canal","building","EA"
74,"canal","line","EA"
75,"canal","view","EA"
76,"canal","level","EA"
77,"canal","area","EA"
78,"canal","part","EA"
79,"canal","cent","EA"
80,"canal","dig","EA"
81,"canal","span","EA"
82,"canal","overlook","EA"
83,"canal","freeze","EA"
84,"canal","construct","EA"
85,"canal","build","EA"
86,"canal","defend","EA"
87,"canal","link","EA"
88,"canal","cut","EA"
89,"canal","complete","EA"
90,"canal","cross","EA"
91,"canal","carry","EA"
92,"canal","close","EA"
93,"canal","enter","EA"
94,"canal","open","EA"
95,"canal","reach","EA"
96,"canal","raise","EA"
97,"canal","use","EA"
98,"canal","follow","EA"
99,"canal","keep","EA"
100,"canal","leave","EA"
101,"canal","connect","EA"
102,"canal","run","EA"
103,"canal","serve","EA"
104,"canal","join","EA"
105,"canal","become","EA"
106,"canal","bring","EA"
107,"canal","provide","EA"
108,"canal","palazzo","EA"
109,"canal","lock","EA"
110,"canal","live","EA"
111,"canal","work","EA"
112,"canal","find","EA"
113,"canal","Gloucester","EA"
114,"canal","dock","EA"
115,"canal","fall","EA"
116,"canal","water","EA"
117,"canal","Regent","EA"
118,"canal","England","EA"
119,"canal","look","EA"
120,"canal","poss","EA"
121,"canal","VPing","EA"
122,"canal","Sfin","EA"
123,"canal","Swh","EA"
124,"canal","VPto","EA"
125,"canal","Sing","EA"
1,"vapor","tourist","MA"
2,"vapor","thin","MA"
3,"vapor","pressure","MA"
4,"vapor","chart","MA"
5,"vapor","section","MA"
6,"vapor","sunlight","MA"
