"","date","docname","from","to","pre","keyword","post","pattern"
"497","2014-08-07","zo_1309470.xhtml",1053,1053,"neues gesellschaftliches Leitbild : die Drei-Kinder-Familie . Auf die » guten Seiten der Familienpolitik in der DDR « dürfe man sich ruhig besinnen . So etwas kommt gut an im Osten . In der sächsischen","AfD","haben - neben den üblichen Verschwörungstheoretikern und christlichen Fundamentalisten - auch Mitglieder des nivellierten Mittelstands eine politische Heimat gefunden : Ex-Richter , Polizisten , langjährige CDU-Stadträte , Freiberufler . Sie alle eint die Furcht vor","AfD|AFD"
"498","2014-08-07","zo_1309470.xhtml",1144,1144,". Doch während sich diese Wut im Westen vor allem in der Euro-Krise niederschlug , kommt hier in Sachsen etwas spezifisch Ostdeutsches hinzu : der Rückgriff auf die Revolutionsrhetorik von 1989 , mit der die","AfD","vor der Bevormundung und Verblendung durch » die da oben « warnt . Generalsekretär Wurlitzer verglich die AfD in einem Interview kürzlich mit der Bürgerrechtsbewegung in der DDR : » Ähnlich wie vor 25 Jahren","AfD|AFD"
"499","2014-08-07","zo_1309470.xhtml",1162,1162,"Sachsen etwas spezifisch Ostdeutsches hinzu : der Rückgriff auf die Revolutionsrhetorik von 1989 , mit der die AfD vor der Bevormundung und Verblendung durch » die da oben « warnt . Generalsekretär Wurlitzer verglich die","AfD","in einem Interview kürzlich mit der Bürgerrechtsbewegung in der DDR : » Ähnlich wie vor 25 Jahren ist es diesmal die AfD , die vor allem hier in Leipzig totgeschwiegen wird . « Der Partei","AfD|AFD"
"500","2014-08-07","zo_1309470.xhtml",1184,1184,"Verblendung durch » die da oben « warnt . Generalsekretär Wurlitzer verglich die AfD in einem Interview kürzlich mit der Bürgerrechtsbewegung in der DDR : » Ähnlich wie vor 25 Jahren ist es diesmal die","AfD",", die vor allem hier in Leipzig totgeschwiegen wird . « Der Partei gelingt in Ostdeutschland ein erstaunlicher Spagat : Sie erklärt sich zur Erbin der 89er Revolution und gleichzeitig zur Bewahrerin der » guten","AfD|AFD"
"501","2014-08-07","zo_1309470.xhtml",1288,1288,"ehesten die CDU infrage . Die regiert in Sachsen seit 2009 mit der FDP . Ob die Liberalen es Ende August noch einmal in den Landtag schaffen , ist ungewiss . Rein rechnerisch könnte die","AfD","die FDP locker ersetzen . Umfragen sehen die Union derzeit bei 42 Prozent , mit der AfD könnte es zur Mehrheit im Parlament reichen . Ministerpräsident Stanislaw Tillich hält sich mit Kritik an der AfD","AfD|AFD"
"502","2014-08-07","zo_1309470.xhtml",1305,1305,"Liberalen es Ende August noch einmal in den Landtag schaffen , ist ungewiss . Rein rechnerisch könnte die AfD die FDP locker ersetzen . Umfragen sehen die Union derzeit bei 42 Prozent , mit der","AfD","könnte es zur Mehrheit im Parlament reichen . Ministerpräsident Stanislaw Tillich hält sich mit Kritik an der AfD bislang zurück , ein Bündnis schließt er - anders als mit NPD und Linken - nicht aus","AfD|AFD"
"503","2014-08-07","zo_1309470.xhtml",1323,1323,"AfD die FDP locker ersetzen . Umfragen sehen die Union derzeit bei 42 Prozent , mit der AfD könnte es zur Mehrheit im Parlament reichen . Ministerpräsident Stanislaw Tillich hält sich mit Kritik an der","AfD","bislang zurück , ein Bündnis schließt er - anders als mit NPD und Linken - nicht aus . Der sächsischen AfD ist Tillichs Offenheit aber gar nicht so recht . » Wir hoffen , dass","AfD|AFD"
"504","2014-08-07","zo_1309470.xhtml",1344,1344,"Mehrheit im Parlament reichen . Ministerpräsident Stanislaw Tillich hält sich mit Kritik an der AfD bislang zurück , ein Bündnis schließt er - anders als mit NPD und Linken - nicht aus . Der sächsischen","AfD","ist Tillichs Offenheit aber gar nicht so recht . » Wir hoffen , dass der Kelch an uns vorübergeht « , sagt Generalsekretär Wurlitzer , » weil wir alle noch lernen müssen . « Bekäme","AfD|AFD"
"505","2014-08-07","zo_1309470.xhtml",1381,1381,"Tillichs Offenheit aber gar nicht so recht . » Wir hoffen , dass der Kelch an uns vorübergeht « , sagt Generalsekretär Wurlitzer , » weil wir alle noch lernen müssen . « Bekäme die","AfD","in Sachsen Avancen von der CDU , müsste Landeschefin Frauke Petry klar Position beziehen . Genau das hat sie bislang vermieden . Sie will die Linken nicht verschrecken und auf die Stimmen der Rechten nicht","AfD|AFD"
"506","2014-08-07","zo_1309470.xhtml",1420,1420,"von der CDU , müsste Landeschefin Frauke Petry klar Position beziehen . Genau das hat sie bislang vermieden . Sie will die Linken nicht verschrecken und auf die Stimmen der Rechten nicht verzichten . Die","AfD","gibt sich staatstragend - Verantwortung tragen will sie nicht . Fotos : Henning Schacht / berlinpressphoto.de [ M ] ; dpa ( u . ) nächster Artikel : Weltordnung China macht den USA die Vorherrschaft","AfD|AFD"
"507","2014-08-28","zo_politik.xhtml",131,131,"von Angela Merkel , Benjamin Netanjahu und James Foley ( 205 Wörter ) Ferguson Der Tod von Michael Brown hat das wahre Gesicht der Stadt zum Vorschein gebracht VON KERSTIN KOHLENBERG ( 1660 Wörter )","AfD","Für oder gegen Russland ? In der Partei ist ein Streit entbrannt , der die Führung entzweit VON CATERINA LOBENSTEIN ( 1142 Wörter ) Frankreich Die Regierungskrise in Paris ist erst der Anfang VON GEORG","AfD|AFD"
"508","2014-08-28","zo_1314873.xhtml",1997,1997,"» Martin Luther King « . Fotos : Jon Lowenstein für DIE ZEIT ( Ferguson , 23 . + 24.08.2014 ) ; Adrees Latif / Reuters ( 2 , u . ) nächster Artikel :","AfD","Für oder gegen Russland ? In der Partei ist ein Streit entbrannt , der die Führung entzweit [ Übersicht Politik ] [ Ressort-Übersicht ]","AfD|AFD"
"509","2014-08-28","zo_1314856.xhtml",12,12,"[ Übersicht Politik ] [ nächster Artikel ] Putin spaltet die","AfD","Für oder gegen Russland ? In der Partei ist ein Streit entbrannt , der die Führung entzweit VON CATERINA LOBENSTEIN ( 1142 Wörter ) Es gibt Zoff in der Alternative für Deutschland ( AfD )","AfD|AFD"
"510","2014-08-28","zo_1314856.xhtml",46,46,"die AfD Für oder gegen Russland ? In der Partei ist ein Streit entbrannt , der die Führung entzweit VON CATERINA LOBENSTEIN ( 1142 Wörter ) Es gibt Zoff in der Alternative für Deutschland (","AfD",") . Lauten , unappetitlichen Zoff , nichts Neues also . Zum ersten Mal allerdings könnte am Ende einer als Verlierer dastehen , der sonst fast immer gewinnt : Bernd Lucke , der Chef der","AfD|AFD"
"511","2014-08-28","zo_1314856.xhtml",82,82,") . Lauten , unappetitlichen Zoff , nichts Neues also . Zum ersten Mal allerdings könnte am Ende einer als Verlierer dastehen , der sonst fast immer gewinnt : Bernd Lucke , der Chef der","AfD",". Es geht in diesem Streit um die Haltung zu Russland . Die Haltung zu Russland ist für die AfD , was Gorleben für die Grünen ist und der Sozialismus für die Linkspartei : identitätsstiftend","AfD|AFD"
"512","2014-08-28","zo_1314856.xhtml",102,102,"Verlierer dastehen , der sonst fast immer gewinnt : Bernd Lucke , der Chef der AfD . Es geht in diesem Streit um die Haltung zu Russland . Die Haltung zu Russland ist für die","AfD",", was Gorleben für die Grünen ist und der Sozialismus für die Linkspartei : identitätsstiftend . Bislang war die AfD eine russlandfreundliche Partei . Alexander Gauland , außenpolitischer Kopf der AfD , forderte Ende 2013","AfD|AFD"
"513","2014-08-28","zo_1314856.xhtml",122,122,"diesem Streit um die Haltung zu Russland . Die Haltung zu Russland ist für die AfD , was Gorleben für die Grünen ist und der Sozialismus für die Linkspartei : identitätsstiftend . Bislang war die","AfD","eine russlandfreundliche Partei . Alexander Gauland , außenpolitischer Kopf der AfD , forderte Ende 2013 in einem Grundsatzpapier , Deutschland müsse sich wieder auf Bismarcks Rückversicherungspolitik besinnen . Russland dürfe nicht weiter geschwächt werden .","AfD|AFD"
"514","2014-08-28","zo_1314856.xhtml",133,133,"Russland ist für die AfD , was Gorleben für die Grünen ist und der Sozialismus für die Linkspartei : identitätsstiftend . Bislang war die AfD eine russlandfreundliche Partei . Alexander Gauland , außenpolitischer Kopf der","AfD",", forderte Ende 2013 in einem Grundsatzpapier , Deutschland müsse sich wieder auf Bismarcks Rückversicherungspolitik besinnen . Russland dürfe nicht weiter geschwächt werden . Gauland setzte der Komplexität postmoderner Außenpolitik die geostrategische Ratio des 19","AfD|AFD"
"515","2014-08-28","zo_1314856.xhtml",199,199,"die geostrategische Ratio des 19 . Jahrhunderts entgegen . Mehr Preußen , weniger USA . Die Partei klatschte Beifall . Die Mitglieder in Deutschland toben . In Briefen , E-Mails und auf der Facebookseite der","AfD","fordern sie Lucke zum Rücktritt auf Dann annektierte Wladimir Putin die Krim . Der Rest der Welt musste sich dazu irgendwie verhalten . Auch die AfD , die sich bis dahin vor allem mit dem","AfD|AFD"
"516","2014-08-28","zo_1314856.xhtml",225,225,"In Briefen , E-Mails und auf der Facebookseite der AfD fordern sie Lucke zum Rücktritt auf Dann annektierte Wladimir Putin die Krim . Der Rest der Welt musste sich dazu irgendwie verhalten . Auch die","AfD",", die sich bis dahin vor allem mit dem Euro beschäftigt hatte . Die Mitglieder blieben Putin treu . Auf ihrem Parteitag in Erfurt im März beschlossen sie , es sei » von größter Bedeutung","AfD|AFD"
"517","2014-08-28","zo_1314856.xhtml",284,284,"Erfurt im März beschlossen sie , es sei » von größter Bedeutung « , keine Sanktionen gegen Russland zu verhängen . Sie machten Gaulands Russlandkurs zur offiziellen Parteilinie . Bernd Lucke bekräftigte diese Linie im","AfD-Vorstand",". Am Ende hatte die junge Partei ein zweites , ein außenpolitisches Profil : Sie war nicht mehr nur die Anti-Euro-Partei . Sie war jetzt auch die Pro-Putin-Partei . Kürzlich aber hat Lucke im Europaparlament","AfD|AFD"
"518","2014-08-28","zo_1314856.xhtml",366,366,"Darin begrüßt das Parlament eine künftige Verschärfung der Sanktionen gegen Russland und » verurteilt die Aggression Russlands gegenüber der Krim als gravierenden völkerrechtlichen Verstoß « . Auch Vize-Parteichef Hans-Olaf Henkel und zwei weitere Europaabgeordnete der","AfD","stimmten dafür . Die Mitglieder in Deutschland toben . In Briefen , E-Mails und auf der Facebookseite der AfD fordern sie Lucke zum Rücktritt auf . Sie nennen ihn » Speichellecker « , » Mitläufer","AfD|AFD"
"519","2014-08-28","zo_1314856.xhtml",385,385,"Krim als gravierenden völkerrechtlichen Verstoß « . Auch Vize-Parteichef Hans-Olaf Henkel und zwei weitere Europaabgeordnete der AfD stimmten dafür . Die Mitglieder in Deutschland toben . In Briefen , E-Mails und auf der Facebookseite der","AfD","fordern sie Lucke zum Rücktritt auf . Sie nennen ihn » Speichellecker « , » Mitläufer « und » überbezahlten Sesselfurzer « . Der rechtspopulistische Journalist Jürgen Elsässer , der von vielen AfD-Mitgliedern geschätzt wird","AfD|AFD"
"520","2014-08-28","zo_1314856.xhtml",418,418,"Facebookseite der AfD fordern sie Lucke zum Rücktritt auf . Sie nennen ihn » Speichellecker « , » Mitläufer « und » überbezahlten Sesselfurzer « . Der rechtspopulistische Journalist Jürgen Elsässer , der von vielen","AfD-Mitgliedern","geschätzt wird , nennt Luckes Abstimmung in Brüssel » die größte Verarschung von Wählern und Mitgliedern , die man sich vorstellen kann « . Auch Gauland , der Vater der russlandfreundlichen Parteilinie , meldete sich","AfD|AFD"
"521","2014-08-28","zo_1314856.xhtml",478,478,"Auch Gauland , der Vater der russlandfreundlichen Parteilinie , meldete sich zu Wort . Luckes Abstimmungsverhalten sei » völlig falsch « und » unloyal gegenüber der Parteibasis « . Er warnte vor einer Spaltung der","AfD",". Der Shitstorm an der Basis wurde zur Krise im Führungszirkel . Gauland ist nicht nur außenpolitischer Sprecher der AfD . Er sitzt auch im Bundesvorstand . Als Europaabgeordneter ist Lucke nur seinem Gewissen verpflichtet","AfD|AFD"
"522","2014-08-28","zo_1314856.xhtml",498,498,"« und » unloyal gegenüber der Parteibasis « . Er warnte vor einer Spaltung der AfD . Der Shitstorm an der Basis wurde zur Krise im Führungszirkel . Gauland ist nicht nur außenpolitischer Sprecher der","AfD",". Er sitzt auch im Bundesvorstand . Als Europaabgeordneter ist Lucke nur seinem Gewissen verpflichtet . Dass er Sanktionen gegen Russland befürwortet , ist sein gutes Recht - und ein Tritt in die Eingeweide seiner","AfD|AFD"
"523","2014-08-28","zo_1314856.xhtml",586,586,", die Nachrichten auf Russia Today als objektive Berichterstattung betrachten und die Tagesschau als Teil der westlichen Weltverschwörung . Menschen , die ein fundamentales Problem mit der Westbindung Deutschlands haben . Doch nun sitzt die","AfD","im Europäischen Parlament und muss sich zu gewissen Tatsachen verhalten : Wie soll Europa damit umgehen , dass in der Ostukraine russische Waffen und russische Kämpfer einen Krieg führen , in dem jede Woche Hunderte","AfD|AFD"
"524","2014-08-28","zo_1314856.xhtml",644,644,"Waffen und russische Kämpfer einen Krieg führen , in dem jede Woche Hunderte Menschen sterben ? Dass dort ein Linienflugzeug mit fast 300 Menschen an Bord abgeschossen wurde , womöglich von prorussischen Separatisten ? Die","AfD-Abgeordneten","müssen darauf Antworten finden . Der Streit kommt für die AfD zu einem schlechten Zeitpunkt : kurz vor den Landtagswahlen in Sachsen , Thüringen und Brandenburg Seit der Stimmabgabe ihres Chefs Lucke geht ein Riss","AfD|AFD"
"525","2014-08-28","zo_1314856.xhtml",655,655,"Woche Hunderte Menschen sterben ? Dass dort ein Linienflugzeug mit fast 300 Menschen an Bord abgeschossen wurde , womöglich von prorussischen Separatisten ? Die AfD-Abgeordneten müssen darauf Antworten finden . Der Streit kommt für die","AfD","zu einem schlechten Zeitpunkt : kurz vor den Landtagswahlen in Sachsen , Thüringen und Brandenburg Seit der Stimmabgabe ihres Chefs Lucke geht ein Riss durch die Partei . » Ich will keine Spaltung heraufbeschwören «","AfD|AFD"
"526","2014-08-28","zo_1314856.xhtml",718,718,". » Ich will keine Spaltung heraufbeschwören « , sagt Gauland , » aber ich nehme zur Kenntnis , dass die Partei in dieser Frage zwei Flügel hat . « Wie die meisten in der","AfD","erfuhr er erst vergangene Woche von dem Brüsseler Vorgang , obwohl der schon Mitte Juli stattgefunden hatte . » Ich hätte mir gewünscht , dass wir vor der Abstimmung im Vorstand darüber geredet hätten «","AfD|AFD"
"527","2014-08-28","zo_1314856.xhtml",778,778,"dass wir vor der Abstimmung im Vorstand darüber geredet hätten « , sagt er . » Dass die Abgeordneten uns nichts gesagt haben , war ein großer Fehler . « Der Streit kommt für die","AfD","zu einem schlechten Zeitpunkt : kurz vor den Landtagswahlen in Sachsen , Thüringen und Brandenburg . Zwar hat die Haltung zu Russland mit der Landespolitik wenig zu tun . Aber im Osten , wo die","AfD|AFD"
"528","2014-08-28","zo_1314856.xhtml",832,832,"die Haltung zu Russland mit der Landespolitik wenig zu tun . Aber im Osten , wo die Mehrheit der Bevölkerung nicht mit Adenauer groß geworden ist , sondern mit Breschnew und Chruschtschow , glaubt die","AfD","mit ihrem russlandfreundlichen Kurs Wähler gewinnen zu können . Mit Putin über die Fünfprozenthürde - das ist offenbar der Plan . Als Alexander Gauland erfuhr , dass Bernd Lucke ihm aus Brüssel dazwischengrätschte , war","AfD|AFD"
"529","2014-08-28","zo_1314856.xhtml",884,884,"ist offenbar der Plan . Als Alexander Gauland erfuhr , dass Bernd Lucke ihm aus Brüssel dazwischengrätschte , war er dermaßen sauer , dass er drohte , seine Spitzenkandidatur zurückzuziehen . Gauland ist Landeschef der","AfD","in Brandenburg . Er will die Partei Mitte September in den Landtag führen ; sein Wahlprogramm hat er auf Deutsch und Russisch drucken lassen . Auch Frauke Petry , Bundessprecherin der AfD und Spitzenkandidatin in","AfD|AFD"
"530","2014-08-28","zo_1314856.xhtml",916,916,"ist Landeschef der AfD in Brandenburg . Er will die Partei Mitte September in den Landtag führen ; sein Wahlprogramm hat er auf Deutsch und Russisch drucken lassen . Auch Frauke Petry , Bundessprecherin der","AfD","und Spitzenkandidatin in Sachsen , ging auf Distanz . Gemeinsam mit Gauland und dem thüringischen Landeschef Björn Höcke veröffentlichte sie am vergangenen Freitag eine Stellungnahme . Darin fordern die drei Spitzenkandidaten , die EU solle","AfD|AFD"
"531","2014-08-28","zo_1314856.xhtml",977,977,". Darin fordern die drei Spitzenkandidaten , die EU solle » anstelle von weiteren Sanktionen auf konstruktive Verhandlungen mit Russland « setzen . Es geht in diesem Streit nicht nur um die außenpolitische Linie der","AfD",". Es geht auch um die Frage , ob der Parteichef noch das verkörpert , was die Parteibasis will . Ob die AfD , für die Bernd Lucke steht , dieselbe AfD ist , die","AfD|AFD"
"532","2014-08-28","zo_1314856.xhtml",1000,1000,"Es geht in diesem Streit nicht nur um die außenpolitische Linie der AfD . Es geht auch um die Frage , ob der Parteichef noch das verkörpert , was die Parteibasis will . Ob die","AfD",", für die Bernd Lucke steht , dieselbe AfD ist , die jetzt in Sachsen , Brandenburg und Thüringen zur Wahl steht . Und es geht für andere - auf lange Sicht - auch darum","AfD|AFD"
"533","2014-08-28","zo_1314856.xhtml",1009,1009,"außenpolitische Linie der AfD . Es geht auch um die Frage , ob der Parteichef noch das verkörpert , was die Parteibasis will . Ob die AfD , für die Bernd Lucke steht , dieselbe","AfD","ist , die jetzt in Sachsen , Brandenburg und Thüringen zur Wahl steht . Und es geht für andere - auf lange Sicht - auch darum , ob man mit dieser AfD koalieren kann .","AfD|AFD"
"534","2014-08-28","zo_1314856.xhtml",1041,1041,"steht , dieselbe AfD ist , die jetzt in Sachsen , Brandenburg und Thüringen zur Wahl steht . Und es geht für andere - auf lange Sicht - auch darum , ob man mit dieser","AfD","koalieren kann . Lucke druckst seither herum . In einer Stellungnahme an die Basis schreibt er , er stehe » uneingeschränkt hinter dem Erfurter Parteitagsbeschluss « . Wirtschaftssanktionen gegen Russland halte er » auch in","AfD|AFD"
"535","2014-08-28","zo_1314856.xhtml",1134,1134,"ist » uneingeschränkt « gegen Sanktionen , stimmt aber in Brüssel zu , genau solche Sanktionen vorzubereiten . Die Vorbereitung , sagt er , sei etwas anderes als die Verhängung von Sanktionen . Für viele","AfD-Mitglieder","sind diese Worte der Beweis , dass Bernd Lucke genau das wird , was sie am meisten verachten : ein typischer Politiker . Einer , der sich mit spitzfindigen Formulierungen versucht aus der Affäre zu","AfD|AFD"
"536","2014-08-28","zo_1314856.xhtml",1207,1207,"» Herr Lucke klingt schon immer mehr wie diese ganze Politikerkaste « , schreibt ein erbostes Parteimitglied . » Herr Lucke ist innen drin wohl noch ganz CDU-Mann « , glaubt ein anderer . In","AfD-Kreisen","ist das eine üble Beleidigung . Während über Bernd Lucke ein Shitstorm fegt , wird Alexander Gauland mit Dankesschreiben überhäuft . Sollte er es in Brandenburgs Landtag schaffen , könnten sich die Machtverhältnisse innerhalb des","AfD|AFD"
"537","2014-08-28","zo_1314856.xhtml",1243,1243,"ist das eine üble Beleidigung . Während über Bernd Lucke ein Shitstorm fegt , wird Alexander Gauland mit Dankesschreiben überhäuft . Sollte er es in Brandenburgs Landtag schaffen , könnten sich die Machtverhältnisse innerhalb des","AfD-Vorstandes","verschieben . Weg von Lucke und Henkel , hin zu den ostdeutschen Landeschefs . Inhaltlich hieße das : weg von der Euro-Kritik der Ökonomen , hin zu einer Politik der Angst . Der Angst vor","AfD|AFD"
"538","2014-08-28","zo_1314856.xhtml",1298,1298,"von der Euro-Kritik der Ökonomen , hin zu einer Politik der Angst . Der Angst vor Grenzkriminalität , Moscheebauten und kinderlosen Familien . Nicht nur , aber vor allem mit solchen Themen hat sich die","AfD","im Osten einen Namen gemacht . Als der Streit in der Partei aufloderte , unternahm die Junge Alternative , die Jugendorganisation der AfD , eine interne Umfrage . Sie fragte ihre Mitglieder nach ihrem Lieblingspolitiker","AfD|AFD"
"539","2014-08-28","zo_1314856.xhtml",1321,1321,"Nicht nur , aber vor allem mit solchen Themen hat sich die AfD im Osten einen Namen gemacht . Als der Streit in der Partei aufloderte , unternahm die Junge Alternative , die Jugendorganisation der","AfD",", eine interne Umfrage . Sie fragte ihre Mitglieder nach ihrem Lieblingspolitiker . Alexander Gauland gewann . Bernd Lucke , der einst unangefochtene Chef der AfD , landete auf Platz zwei . Fotos [ M","AfD|AFD"
"540","2014-08-28","zo_1314856.xhtml",1347,1347,", unternahm die Junge Alternative , die Jugendorganisation der AfD , eine interne Umfrage . Sie fragte ihre Mitglieder nach ihrem Lieblingspolitiker . Alexander Gauland gewann . Bernd Lucke , der einst unangefochtene Chef der","AfD",", landete auf Platz zwei . Fotos [ M ] : dpa ( l . ) ; Marko Priske / laif ( r . ) nächster Artikel : Frankreich Die Regierungskrise in Paris ist erst","AfD|AFD"
"541","2014-08-28","zo_1315105.xhtml",163,163,"damals erst 18 war , geht heute auf den Ruhestand zu . Aber wo sind sie geblieben ? Gibt es sie überhaupt noch ? Politisch entflammte Pensionäre jedenfalls treten seit einiger Zeit vor allem als","AfD-Wähler",", Sarrazin-Sympathisanten und Experten für die deutsche Nichtalleinschuld am Ersten Weltkrieg in Erscheinung . Wo immer sie Banden bilden , geht es - genau - gegen den » linken Mainstream « . Die Achtundsechziger sitzen","AfD|AFD"
"542","2014-08-28","zo_1315396.xhtml",388,388,"bei mehreren Vorschlägen der Zug mit der höchsten Punktzahl . Weitere Informationen unter www.zeit.de / newsletter Weitere Informationen : Das sind unsere Preise : nächster Artikel : CDU Stanislaw Tillich hat eine Koalition mit der","AfD","nicht ausgeschlossen . Das rächt sich [ Übersicht ZEIT der Leser ] [ Ressort-Übersicht ]","AfD|AFD"
"543","2014-08-28","zo_zeit-_im-_osten.xhtml",15,15,"ZEIT im Osten [ Ressort-Übersicht ] CDU Stanislaw Tillich hat eine Koalition mit der","AfD","nicht ausgeschlossen . Das rächt sich VON MARTIN MACHOWECZ ( 999 Wörter ) Die Linke Fünf Jahre lang saß Gerhard Besier für die Partei im Landtag - nun rechnet er mit ihr ab VON MARIAM","AfD|AFD"
"544","2014-08-28","zo_1315157.xhtml",27,27,"[ Übersicht ZEIT im Osten ] [ nächster Artikel ] Zur Not mit Populisten Der Fehler der CDU : Stanislaw Tillich hat eine Koalition mit der","AfD","nicht ausgeschlossen . Das rächt sich VON MARTIN MACHOWECZ ( 999 Wörter ) Der Sonnenkönig auf dem Papststein : Stanislaw Tillich , vergangene Woche in der Sächsischen Schweiz Wäre die » Alternative für Deutschland «","AfD|AFD"
"545","2014-08-28","zo_1315157.xhtml",91,91,"Wäre die » Alternative für Deutschland « ein Koalitionspartner für Sachsens CDU-Chef Stanislaw Tillich , 55 , den amtierenden und - ziemlich sicher - auch künftigen Ministerpräsidenten ? Was für ein absurder Gedanke . Sachsens","AfD",", das ist doch die Partei , die im Wahlkampf mit Slogans wirbt , die so oder ähnlich auch die NPD verwendet . Zum Beispiel : » Sichere Grenzen statt grenzenloser Kriminalität « . Sachsens","AfD|AFD"
"546","2014-08-28","zo_1315157.xhtml",127,127,", das ist doch die Partei , die im Wahlkampf mit Slogans wirbt , die so oder ähnlich auch die NPD verwendet . Zum Beispiel : » Sichere Grenzen statt grenzenloser Kriminalität « . Sachsens","AfD",", das ist doch die Partei , deren Spitzenleute sich reihenweise als Rechtsaußen entpuppt haben : zuletzt der stellvertretende Landeschef Thomas Hartung , der auf Facebook einen Mann mit Downsyndrom übel beleidigte und erst auf","AfD|AFD"
"547","2014-08-28","zo_1315157.xhtml",169,169,", deren Spitzenleute sich reihenweise als Rechtsaußen entpuppt haben : zuletzt der stellvertretende Landeschef Thomas Hartung , der auf Facebook einen Mann mit Downsyndrom übel beleidigte und erst auf äußeren Druck hin zurücktrat . Sachsens","AfD",", das ist auch die Partei , von deren Landtagskandidaten einer kürzlich den österreichischen Rechtsaußen Andreas Mölzer als Redner einlud ; jenen Mann , der die EU als » Negerkonglomerat » bezeichnet hat . Mit","AfD|AFD"
"548","2014-08-28","zo_1315157.xhtml",206,206,"das ist auch die Partei , von deren Landtagskandidaten einer kürzlich den österreichischen Rechtsaußen Andreas Mölzer als Redner einlud ; jenen Mann , der die EU als » Negerkonglomerat » bezeichnet hat . Mit dieser","AfD","zu koalieren - für Stanislaw Tillich , einen Politiker der Mitte , der die Bürger vereinen will und nicht spalten ; einen Politiker aus der ostdeutschen Grenzregion , der fließend Polnisch und Tschechisch spricht -","AfD|AFD"
"549","2014-08-28","zo_1315157.xhtml",251,251,"der Mitte , der die Bürger vereinen will und nicht spalten ; einen Politiker aus der ostdeutschen Grenzregion , der fließend Polnisch und Tschechisch spricht - für so einen Politiker ist eine Koalition mit der","AfD","undenkbar . Könnte man meinen . Denn dieser Stanislaw Tillich hat eine Koalition mit der AfD nach der Wahl am kommenden Sonntag eben nicht ausgeschlossen . Die Frage , wie er's mit der AfD halten","AfD|AFD"
"550","2014-08-28","zo_1315157.xhtml",267,267,"ostdeutschen Grenzregion , der fließend Polnisch und Tschechisch spricht - für so einen Politiker ist eine Koalition mit der AfD undenkbar . Könnte man meinen . Denn dieser Stanislaw Tillich hat eine Koalition mit der","AfD","nach der Wahl am kommenden Sonntag eben nicht ausgeschlossen . Die Frage , wie er's mit der AfD halten will , lässt er betont unbeantwortet - bis heute . Man hört von ihm lapidare Sätze","AfD|AFD"
"551","2014-08-28","zo_1315157.xhtml",285,285,"der AfD undenkbar . Könnte man meinen . Denn dieser Stanislaw Tillich hat eine Koalition mit der AfD nach der Wahl am kommenden Sonntag eben nicht ausgeschlossen . Die Frage , wie er's mit der","AfD","halten will , lässt er betont unbeantwortet - bis heute . Man hört von ihm lapidare Sätze wie jenen , den er zu Beginn des Wahlkampfs der ZEIT sagte : » Linke und NPD schließen","AfD|AFD"
"552","2014-08-28","zo_1315157.xhtml",363,363,"nach der Wahl . « In Dutzenden Variationen wiederholte er das inzwischen , mal etwas distanzierter , mal etwas weniger distanziert . Es gibt keinen zweiten CDU-Politiker seines Ranges , der im Umgang mit der","AfD","derart taktiert . Tillich wolle sich offenbar mit » Deutschnationalen « einlassen , schimpfte zu Wochenbeginn SPD-Chef Sigmar Gabriel . In jedem Fall spielt Tillich mit dem Feuer . Die AfD liegt in den Umfragen","AfD|AFD"
"553","2014-08-28","zo_1315157.xhtml",394,394,"im Umgang mit der AfD derart taktiert . Tillich wolle sich offenbar mit » Deutschnationalen « einlassen , schimpfte zu Wochenbeginn SPD-Chef Sigmar Gabriel . In jedem Fall spielt Tillich mit dem Feuer . Die","AfD","liegt in den Umfragen bei bis zu acht Prozent , viele ihrer Wähler gehören eigentlich zum Milieu der CDU , aber der Ministerpräsident hat es versäumt , sie durch eine klare Haltung und gute Argumente","AfD|AFD"
"554","2014-08-28","zo_1315157.xhtml",439,439,", viele ihrer Wähler gehören eigentlich zum Milieu der CDU , aber der Ministerpräsident hat es versäumt , sie durch eine klare Haltung und gute Argumente zurückzugewinnen . Tillich erweckt den Eindruck : Mit der","AfD","kann man reden . Die AfD ist eine Option . Damit treibt er ihr letztlich Wähler zu Dabei ist es tatsächlich sehr unwahrscheinlich , dass Tillich die AfD nach der Wahl zur Regierungspartei macht .","AfD|AFD"
"555","2014-08-28","zo_1315157.xhtml",445,445,"zum Milieu der CDU , aber der Ministerpräsident hat es versäumt , sie durch eine klare Haltung und gute Argumente zurückzugewinnen . Tillich erweckt den Eindruck : Mit der AfD kann man reden . Die","AfD","ist eine Option . Damit treibt er ihr letztlich Wähler zu Dabei ist es tatsächlich sehr unwahrscheinlich , dass Tillich die AfD nach der Wahl zur Regierungspartei macht . Weil ihm politische Experimente suspekt sind","AfD|AFD"
"556","2014-08-28","zo_1315157.xhtml",467,467,"Tillich erweckt den Eindruck : Mit der AfD kann man reden . Die AfD ist eine Option . Damit treibt er ihr letztlich Wähler zu Dabei ist es tatsächlich sehr unwahrscheinlich , dass Tillich die","AfD","nach der Wahl zur Regierungspartei macht . Weil ihm politische Experimente suspekt sind ; weil er nichts mehr scheut als die Aufregung , die dann erst recht in den Medien und in seiner Partei entstünde","AfD|AFD"
