"","token","frequency.Var1","frequency.Freq"
"2269","pencils","pencils",6
"2270","people","people",508
"2271","pepper","pepper",6
"2272","per","per",2
"2273","percent","percent",4
"2274","perceptions","perceptions",2
"2275","perfect","perfect",8
"2276","perform","perform",2
"2277","performance","performance",2
"2278","perhaps","perhaps",4
"2279","period","period",8
"2280","pers","pers",2
"2281","person","person",78
"2282","personal","personal",10
"2283","personality","personality",4
"2284","personally","personally",6
"2285","perspective","perspective",6
"2286","pf","pf",4
"2287","pharmacy","pharmacy",2
"2288","phases","phases",4
"2289","phone","phone",34
"2290","phoning","phoning",6
"2291","photo","photo",42
"2292","photog","photog",2
"2293","photograph","photograph",6
"2294","photographer","photographer",4
"2295","photographers","photographers",4
"2296","photographs","photographs",6
"2297","photography","photography",52
"2298","photos","photos",36
"2299","Photoshop","Photoshop",6
"2300","phrase","phrase",10
"2301","phrases","phrases",4
"2302","physical","physical",2
"2303","physically","physically",2
"2304","physics","physics",2
"2305","pic","pic",2
"2306","pick","pick",30
"2307","picked","picked",4
"2308","picking","picking",4
"2309","picture","picture",44
"2310","pictures","pictures",44
"2311","piece","piece",24
"2312","pigs","pigs",2
"2313","pike","pike",4
"2314","pilgrim","pilgrim",2
"2315","pinpoint","pinpoint",2
"2316","pinpoints","pinpoints",2
"2317","pint","pint",2
"2318","pissed","pissed",2
"2319","pitch","pitch",2
"2320","pixie","pixie",2
"2321","pl","pl",4
"2322","place","place",30
"2323","placed","placed",2
"2324","places","places",10
"2325","plagiarism","plagiarism",2
"2326","plain","plain",4
"2327","plan","plan",6
"2328","planet","planet",2
"2329","planting","planting",2
"2330","plants","plants",2
"2331","plastic","plastic",4
"2332","plate","plate",2
"2333","platforms","platforms",2
"2334","play","play",32
"2335","played","played",2
"2336","player","player",4
"2337","playing","playing",30
"2338","playright","playright",2
"2339","plays","plays",8
"2340","pleasant","pleasant",4
"2341","please","please",6
"2342","pleaser","pleaser",2
"2343","pleasing","pleasing",6
"2344","pleasu","pleasu",2
"2345","pleasurable","pleasurable",10
"2346","pleasure","pleasure",26
"2347","pleasures","pleasures",6
"2348","pleisure","pleisure",4
"2349","plot","plot",2
"2350","plugins","plugins",2
"2351","plumbers","plumbers",2
"2352","plus","plus",12
"2353","PM","PM",2
"2354","PNG","PNG",24
"2355","PNGs","PNGs",4
"2356","pockets","pockets",2
"2357","podium","podium",2
"2358","poem","poem",12
"2359","poems","poems",10
"2360","poet","poet",2
"2361","poetic","poetic",10
"2362","poetry","poetry",42
"2363","point","point",42
"2364","pointed","pointed",6
"2365","pointing","pointing",2
"2366","pointless","pointless",2
"2367","points","points",6
"2368","pondered","pondered",2
"2369","pool","pool",6
"2370","poom","poom",2
"2371","poor","poor",12
"2372","poorer","poorer",2
"2373","popular","popular",6
"2374","portait","portait",2
"2375","portrait","portrait",16
"2376","posed","posed",2
"2377","posh","posh",2
"2378","position","position",8
"2379","positions","positions",2
"2380","positive","positive",10
"2381","possible","possible",14
"2382","possibly","possibly",12
"2383","post","post",8
"2384","posted","posted",2
"2385","posters","posters",2
"2386","posts","posts",2
"2387","Potter","Potter",2
"2388","pound","pound",28
"2389","pounders","pounders",2
"2390","pounds","pounds",4
"2391","pour","pour",2
"2392","poverty","poverty",4
"2393","powerful","powerful",2
"2394","pr","pr",2
"2395","practical","practical",10
"2396","pragmatic","pragmatic",2
"2397","preacher","preacher",4
"2398","precise","precise",2
"2399","predicament","predicament",2
"2400","predictament","predictament",2
"2401","prefer","prefer",16
"2402","preferred","preferred",2
"2403","premium","premium",2
"2404","prepare","prepare",2
"2405","prescribed","prescribed",2
"2406","present","present",4
"2407","presented","presented",2
"2408","presenting","presenting",6
"2409","press","press",2
"2410","pressure","pressure",2
"2411","presume","presume",2
"2412","pretend","pretend",4
"2413","pretty","pretty",4
"2414","previous","previous",4
"2415","primitive","primitive",2
"2416","print","print",2
"2417","prison","prison",8
"2418","prisons","prisons",2
"2419","prite","prite",2
"2420","private","private",2
"2421","privilege","privilege",2
"2422","prize","prize",2
"2423","pro","pro",2
"2424","Pro","Pro",20
"2425","probably","probably",70
"2426","problem","problem",50
"2427","problems","problems",90
"2428","procedural","procedural",6
"2429","process","process",2
"2430","processor","processor",12
"2431","produced","produced",2
"2432","product","product",4
"2433","productive","productive",2
"2434","products","products",4
"2435","professional","professional",6
"2436","professionals","professionals",4
"2437","professor","professor",4
"2438","Professor","Professor",2
"2439","profound","profound",2
"2440","profoundly","profoundly",2
"2441","progam","progam",2
"2442","progamming","progamming",2
"2443","program","program",14
"2444","programmed","programmed",2
"2445","programmes","programmes",2
"2446","programming","programming",54
"2447","programmining","programmining",2
"2448","programs","programs",8
"2449","prohibitive","prohibitive",2
"2450","project","project",22
"2451","projects","projects",8
"2452","proper","proper",8
"2453","properly","properly",4
"2454","propositions","propositions",2
"2455","prose","prose",6
"2456","prostate","prostate",2
"2457","proud","proud",2
"2458","provide","provide",6
"2459","prowling","prowling",6
"2460","psy","psy",2
"2461","psychiatric","psychiatric",6
"2462","psychiatrist","psychiatrist",2
"2463","psychiatrists","psychiatrists",2
"2464","psychiatry","psychiatry",8
"2465","psychological","psychological",4
"2466","psychology","psychology",10
"2467","psychosis","psychosis",8
"2468","pub","pub",2
"2469","public","public",4
"2470","publish","publish",4
"2471","published","published",4
"2472","publisher","publisher",2
"2473","pubs","pubs",2
"2474","pull","pull",2
"2475","pulled","pulled",2
"2476","pulling","pulling",2
"2477","pulpit","pulpit",2
"2478","pun","pun",4
"2479","purchase","purchase",2
"2480","pure","pure",2
"2481","purity","purity",2
"2482","purpose","purpose",4
"2483","purposes","purposes",2
"2484","pursue","pursue",2
"2485","push","push",2
"2486","pushed","pushed",2
"2487","put","put",100
"2488","puts","puts",6
"2489","putting","putting",22
"2490","PyCharm","PyCharm",6
"2491","Python","Python",10
"2492","q","q",2
"2493","qualitative","qualitative",8
"2494","quality","quality",4
"2495","quantitative","quantitative",8
"2496","quarry","quarry",2
"2497","quarter","quarter",4
"2498","quarterly","quarterly",2
"2499","quate","quate",2
"2500","queen","queen",2
"2501","query","query",12
"2502","quest","quest",2
"2503","question","question",50
"2504","questions","questions",34
"2505","quetiapine","quetiapine",2
"2506","quick","quick",10
"2507","quickly","quickly",8
"2508","quid","quid",6
"2509","quiet","quiet",4
"2510","quieter","quieter",2
"2511","quill","quill",4
"2512","quite","quite",178
"2513","quotation","quotation",2
"2514","quote","quote",2
"2515","quotes","quotes",2
"2516","r","r",34
"2517","R","R",6
"2518","ra","ra",2
"2519","race","race",4
"2520","radio","radio",10
"2521","rail","rail",2
"2522","rain","rain",2
"2523","raining","raining",4
"2524","ram","ram",2
"2525","rambling","rambling",2
"2526","ranch","ranch",2
"2527","random","random",6
"2528","randomly","randomly",2
"2529","rang","rang",4
"2530","rant","rant",2
"2531","rap","rap",16
"2532","raping","raping",2
"2533","rapper","rapper",4
"2534","rappers","rappers",2
"2535","rat","rat",2
"2536","rather","rather",50
"2537","rave","rave",2
"2538","re","re",10
"2539","reached","reached",2
"2540","react","react",8
"2541","ReactJS","ReactJS",4
"2542","read","read",72
"2543","reading","reading",42
"2544","reads","reads",4
"2545","real","real",42
"2546","realise","realise",4
"2547","realised","realised",4
"2548","realist","realist",6
"2549","realistic","realistic",2
"2550","reality","reality",20
"2551","really","really",492
"2552","reaning","reaning",2
"2553","reason","reason",32
"2554","reasonably","reasonably",2
"2555","reasons","reasons",10
"2556","recap","recap",2
"2557","receiver","receiver",2
"2558","recent","recent",2
"2559","recently","recently",2
"2560","recentlybut","recentlybut",2
"2561","recommend","recommend",10
"2562","record","record",2
"2563","recorder","recorder",2
"2564","recording","recording",2
"2565","recovering","recovering",2
"2566","recreates","recreates",2
"2567","recreation","recreation",2
"2568","rectangle","rectangle",2
"2569","recycling","recycling",2
"2570","red","red",4
"2571","redone","redone",2
"2572","reduce","reduce",2
"2573","reduction","reduction",2
"2574","reel","reel",8
"2575","reels","reels",2
"2576","refactor","refactor",6
"2577","refactoring","refactoring",2
"2578","reflections","reflections",4
"2579","reflective","reflective",2
"2580","refused","refused",2
"2581","regard","regard",2
"2582","regardless","regardless",4
"2583","registers","registers",2
"2584","regreat","regreat",2
"2585","regretful","regretful",2
"2586","regularly","regularly",2
"2587","regulations","regulations",2
"2588","reigns","reigns",2
"2589","relapse","relapse",4
"2590","related","related",2
"2591","relates","relates",4
"2592","relating","relating",2
"2593","relation","relation",2
"2594","relational","relational",4
"2595","relations","relations",2
"2596","relationship","relationship",2
"2597","relationships","relationships",24
"2598","relax","relax",4
"2599","relaxation","relaxation",4
"2600","relaxes","relaxes",2
"2601","relaxing","relaxing",2
"2602","release","release",6
"2603","religion","religion",8
"2604","remember","remember",38
"2605","reminded","reminded",4
"2606","removal","removal",4
"2607","remove","remove",2
"2608","removes","removes",2
"2609","rename","rename",2
"2610","rendering","rendering",6
"2611","rent","rent",2
"2612","rented","rented",6
"2613","reopens","reopens",2
"2614","repeat","repeat",12
"2615","repeated","repeated",2
"2616","repeating","repeating",10
"2617","repetitive","repetitive",2
"2618","repository","repository",6
"2619","represent","represent",2
"2620","representing","representing",4
"2621","represents","represents",2
"2622","rescued","rescued",2
"2623","research","research",28
"2624","researcher","researcher",2
"2625","residents","residents",6
"2626","residing","residing",2
"2627","resize","resize",4
"2628","resonate","resonate",2
"2629","resource","resource",2
"2630","resources","resources",6
"2631","respect","respect",4
"2632","respond","respond",2
"2633","responded","responded",2
"2634","responding","responding",4
"2635","response","response",2
"2636","responses","responses",2
"2637","responsible","responsible",6
"2638","responsive","responsive",4
"2639","rest","rest",10
"2640","restricted","restricted",2
"2641","result","result",2
"2642","results","results",4
"2643","reuse","reuse",4
"2644","reusing","reusing",4
"2645","revenge","revenge",2
"2646","Revolution","Revolution",2
"2647","rewind","rewind",2
"2648","rhyme","rhyme",8
"2649","rhymed","rhymed",2
"2650","rhymes","rhymes",12
"2651","rhyming","rhyming",16
"2652","rhythm","rhythm",2
"2653","rice","rice",2
"2654","rich","rich",2
"2655","richer","richer",2
"2656","rid","rid",6
"2657","ridiculous","ridiculous",4
"2658","right","right",226
"2659","rigid","rigid",8
"2660","rigs","rigs",2
"2661","ring","ring",4
"2662","rings","rings",8
"2663","Risperdal","Risperdal",4
"2664","river","river",2
"2665","ro","ro",2
"2666","road","road",12
"2667","roads","roads",2
"2668","rock","rock",2
"2669","rocks","rocks",4
"2670","rod","rod",4
"2671","Rodney","Rodney",2
"2672","role","role",2
"2673","romance","romance",2
"2674","romantic","romantic",2
"2675","room","room",28
"2676","rough","rough",2
"2677","round","round",18
"2678","routine","routine",2
"2679","rowing","rowing",2
"2680","RPGs","RPGs",2
"2681","rubbing","rubbing",2
"2682","rubbish","rubbish",8
"2683","ruin","ruin",2
"2684","rule","rule",2
"2685","rules","rules",4
"2686","run","run",16
"2687","running","running",18
"2688","RWD","RWD",8
"2689","s","s",192
"2690","S","S",10
"2691","sa","sa",2
"2692","sacked","sacked",4
"2693","sad","sad",4
"2694","safari","safari",2
"2695","said","said",200
"2696","salt","salt",6
"2697","salty","salty",4
"2698","same","same",98
"2699","sand","sand",2
"2700","sane","sane",2
"2701","sanity","sanity",6
"2702","Sarat","Sarat",6
"2703","sat","sat",10
"2704","satellites","satellites",2
"2705","satisifying","satisifying",2
"2706","Saturday","Saturday",4
"2707","save","save",6
"2708","saved","saved",4
"2709","savings","savings",2
"2710","saw","saw",14
"2711","say","say",388
"2712","saying","saying",86
"2713","says","says",18
"2714","sc","sc",2
"2715","scan","scan",4
"2716","scanner","scanner",4
"2717","scared","scared",2
"2718","scary","scary",2
"2719","scene","scene",2
"2720","scenes","scenes",6
"2721","schizophrenia","schizophrenia",46
"2722","schizophrenic","schizophrenic",2
"2723","school","school",36
"2724","schools","schools",2
"2725","science","science",12
"2726","sciences","sciences",6
"2727","scientific","scientific",2
"2728","scope","scope",6
"2729","scratch","scratch",4
"2730","screen","screen",12
"2731","screensaver","screensaver",2
"2732","script","script",10
"2733","scripting","scripting",2
"2734","scripts","scripts",2
"2735","scroll","scroll",2
"2736","scrolled","scrolled",2
"2737","scrolling","scrolling",2
"2738","scrub","scrub",4
"2739","scrubs","scrubs",2
"2740","SD","SD",2
"2741","sea","sea",2
"2742","search","search",8
"2743","searching","searching",2
"2744","seaside","seaside",2
"2745","season","season",2
"2746","second","second",8
"2747","seconds","seconds",12
"2748","secret","secret",2
"2749","section","section",6
"2750","sections","sections",2
"2751","secur","secur",2
"2752","secure","secure",2
"2753","securities","securities",2
"2754","security","security",2
"2755","see","see",120
"2756","seeing","seeing",12
"2757","seem","seem",6
"2758","seems","seems",4
"2759","seen","seen",16
"2760","select","select",2
"2761","self","self",8
"2762","sell","sell",6
"2763","selling","selling",4
"2764","sells","sells",2
"2765","semen","semen",2
"2766","sen","sen",2
"2767","send","send",14
"2768","sending","sending",2
"2769","sense","sense",52
"2770","sent","sent",8
"2771","sentence","sentence",6
"2772","sentences","sentences",8
"2773","sequence","sequence",2
"2774","series","series",2
"2775","serious","serious",2
"2776","server","server",4
"2777","service","service",2
"2778","session","session",2
"2779","sessions","sessions",2
"2780","set","set",30
"2781","sets","sets",2
"2782","seven","seven",6
"2783","seventeen","seventeen",2
"2784","seventies","seventies",2
"2785","seventy","seventy",2
"2786","several","several",6
"2787","severe","severe",2
"2788","sex","sex",4
"2789","sexual","sexual",6
"2790","sh","sh",12
"2791","shadows","shadows",4
"2792","shake","shake",2
"2793","Shakespeare","Shakespeare",4
"2794","Shakespearean","Shakespearean",2
"2795","shall","shall",8
"2796","shallows","shallows",4
"2797","shambles","shambles",6
"2798","shame","shame",2
"2799","shape","shape",2
"2800","shaped","shaped",2
"2801","share","share",28
"2802","sharing","sharing",8
"2803","she","she",190
"2804","sheet","sheet",2
"2805","sheets","sheets",2
"2806","sheltered","sheltered",2
"2807","shine","shine",2
"2808","shit","shit",12
"2809","shoemaker","shoemaker",2
"2810","shoot","shoot",2
"2811","shop","shop",10
"2812","shopping","shopping",6
"2813","shops","shops",4
"2814","short","short",16
"2815","shot","shot",2
"2816","should","should",60
"2817","show","show",42
"2818","shower","shower",2
"2819","shown","shown",8
"2820","shows","shows",8
"2821","shy","shy",4
"2822","siblings","siblings",6
"2823","sick","sick",8
"2824","side","side",36
"2825","sight","sight",2
"2826","sightseeing","sightseeing",2
"2827","sign","sign",2
"2828","signal","signal",2
"2829","signals","signals",8
"2830","signifying","signifying",2
"2831","signs","signs",6
"2832","sike","sike",2
"2833","silence","silence",2
"2834","similar","similar",4
"2835","similes","similes",2
"2836","similie","similie",4
"2837","similies","similies",14
"2838","simple","simple",10
"2839","since","since",24
"2840","single","single",10
"2841","singles","singles",2
"2842","singular","singular",2
"2843","sir","sir",14
"2844","sister","sister",10
"2845","sisters","sisters",2
"2846","sit","sit",14
"2847","Site","Site",2
"2848","sitting","sitting",10
"2849","situation","situation",22
"2850","six","six",18
"2851","Sixpence","Sixpence",2
"2852","sixteen","sixteen",8
"2853","sixty","sixty",8
"2854","size","size",14
"2855","sized","sized",2
"2856","skill","skill",8
"2857","skimpy","skimpy",8
"2858","skin","skin",2
"2859","skinny","skinny",4
"2860","skip","skip",2
"2861","skipping","skipping",2
"2862","sky","sky",2
"2863","skyline","skyline",2
"2864","slack","slack",4
"2865","slang","slang",12
"2866","sleep","sleep",2
"2867","slightly","slightly",2
"2868","slow","slow",6
"2869","slowing","slowing",2
"2870","slows","slows",2
"2871","small","small",26
"2872","smaller","smaller",2
"2873","Smalls","Smalls",2
"2874","smartphone","smartphone",8
"2875","smartphones","smartphones",2
"2876","smile","smile",2
"2877","smiling","smiling",2
"2878","Smith","Smith",4
"2879","smoking","smoking",2
"2880","snap","snap",2
"2881","snaps","snaps",2
"2882","snapshot","snapshot",4
"2883","snapshots","snapshots",2
"2884","snooker","snooker",2
"2885","so","so",1726
"2886","soaking","soaking",2
"2887","social","social",38
"2888","socially","socially",2
"2889","society","society",2
"2890","soft","soft",4
"2891","softie","softie",2
"2892","software","software",38
"2893","soldier","soldier",2
"2894","solve","solve",18
"2895","solved","solved",2
"2896","some","some",228
"2897","somebody","somebody",74
"2898","somehow","somehow",6
"2899","someone","someone",64
"2900","Somerset","Somerset",2
"2901","someth","someth",2
"2902","something","something",296
"2903","sometime","sometime",10
"2904","sometimes","sometimes",92
"2905","somewhat","somewhat",2
"2906","somewhere","somewhere",10
"2907","sommat","sommat",12
"2908","Sommerset","Sommerset",2
"2909","son","son",30
"2910","song","song",46
"2911","songs","songs",30
"2912","songwriting","songwriting",14
"2913","sons","sons",4
"2914","soon","soon",2
"2915","sorry","sorry",76
"2916","sort","sort",276
"2917","sorts","sorts",10
"2918","sound","sound",32
"2919","sounds","sounds",12
"2920","soup","soup",2
"2921","Southbank","Southbank",2
"2922","sp","sp",2
"2923","space","space",12
"2924","span","span",2
"2925","spare","spare",2
"2926","sparks","sparks",2
"2927","speak","speak",48
"2928","speaker","speaker",4
"2929","speaking","speaking",4
"2930","special","special",4
"2931","specialised","specialised",2
"2932","specific","specific",4
"2933","specifically","specifically",6
"2934","specifics","specifics",4
"2935","speech","speech",26
"2936","speeches","speeches",2
"2937","speeds","speeds",6
"2938","spell","spell",2
"2939","spelling","spelling",4
"2940","spellings","spellings",8
"2941","spend","spend",16
"2942","spent","spent",4
"2943","sperm","sperm",2
"2944","spiritually","spiritually",8
"2945","spitted","spitted",4
"2946","spo","spo",2
"2947","spoke","spoke",12
"2948","spoken","spoken",6
"2949","Spooner","Spooner",2
"2950","spoonerism","spoonerism",16
"2951","spoonerisms","spoonerisms",2
"2952","sport","sport",6
"2953","sports","sports",2
"2954","spot","spot",2
"2955","spot's","spot's",2
"2956","spots","spots",2
"2957","spread","spread",2
"2958","square","square",2
"2959","ss","ss",2
"2960","st","st",2
"2961","stable","stable",2
"2962","stack","stack",18
"2963","staff","staff",4
"2964","stage","stage",2
"2965","stagnant","stagnant",2
"2966","stairs","stairs",6
"2967","stall","stall",2
"2968","stand","stand",14
"2969","standard","standard",8
"2970","stars","stars",2
"2971","start","start",40
"2972","started","started",36
"2973","starting","starting",8
"2974","starts","starts",8
"2975","starvation","starvation",2
"2976","starving","starving",2
"2977","state","state",2
"2978","stating","stating",2
"2979","station","station",8
"2980","statistic","statistic",2
"2981","statistics","statistics",6
"2982","stats","stats",4
"2983","statue","statue",4
"2984","stay","stay",10
"2985","stayed","stayed",6
"2986","step","step",2
"2987","stepmother","stepmother",2
"2988","stereotypical","stereotypical",2
"2989","stereotyping","stereotyping",2
"2990","Sterling","Sterling",2
"2991","stick","stick",8
"2992","still","still",38
"2993","stimulated","stimulated",2
"2994","stock","stock",4
"2995","stolid","stolid",2
"2996","stomach","stomach",2
"2997","stones","stones",2
"2998","stood","stood",2
"2999","stop","stop",4
"3000","stopped","stopped",16
"3001","stops","stops",6
"3002","stories","stories",12
"3003","story","story",28
"3004","str","str",2
"3005","straight","straight",14
"3006","straightfoward","straightfoward",2
"3007","strange","strange",14
"3008","strategies","strategies",2
"3009","street","street",30
"3010","streets","streets",12
"3011","strength","strength",2
"3012","stress","stress",2
"3013","stressful","stressful",2
"3014","strictly","strictly",2
"3015","strike","strike",4
"3016","striking","striking",2
"3017","strings","strings",2
"3018","stroke","stroke",4
"3019","strong","strong",2
"3020","structure","structure",6
"3021","structured","structured",6
"3022","structures","structures",2
"3023","struggle","struggle",12
"3024","struggled","struggled",2
"3025","struggles","struggles",4
"3026","struggling","struggling",2
"3027","stuck","stuck",14
"3028","studied","studied",2
"3029","studies","studies",4
"3030","study","study",12
"3031","studying","studying",4
"3032","stuff","stuff",152
"3033","stupid","stupid",28
"3034","stupidity","stupidity",2
"3035","stuttering","stuttering",4
"3036","style","style",6
"3037","subgenres","subgenres",2
"3038","subject","subject",6
"3039","subjectively","subjectively",2
"3040","subjects","subjects",10
"3041","substantiate","substantiate",2
"3042","successful","successful",2
"3043","succinct","succinct",2
"3044","such","such",8
"3045","suffer","suffer",2
"3046","suffering","suffering",2
"3047","sufficient","sufficient",2
"3048","suit","suit",4
"3049","summer","summer",6
"3050","sun","sun",6
"3051","Sunday","Sunday",8
"3052","sunny","sunny",4
"3053","sup","sup",4
"3054","supp","supp",2
"3055","support","support",8
"3056","supported","supported",4
"3057","supporting","supporting",2
"3058","suppose","suppose",110
"3059","supposed","supposed",16
"3060","suprising","suprising",2
"3061","sure","sure",64
"3062","surprise","surprise",2
"3063","surprised","surprised",4
"3064","surrendered","surrendered",2
"3065","surrounded","surrounded",2
"3066","surroundings","surroundings",2
"3067","survive","survive",2
"3068","survivor","survivor",4
"3069","sustained","sustained",4
"3070","swallowed","swallowed",2
"3071","swapping","swapping",2
"3072","swear","swear",6
"3073","sweeping","sweeping",2
"3074","sweet","sweet",2
"3075","sword","sword",2
"3076","syndrome","syndrome",2
"3077","syntax","syntax",6
"3078","sys","sys",2
"3079","system","system",16
"3080","t","t",66
"3081","T","T",2
"3082","ta","ta",56
"3083","table","table",4
"3084","tablet","tablet",8
"3085","tackle","tackle",10
"3086","tags","tags",6
"3087","tailor","tailor",2
"3088","take","take",154
"3089","taken","taken",4
"3090","takes","takes",16
"3091","taking","taking",48
"3092","talent","talent",2
"3093","talented","talented",2
"3094","talents","talents",2
"3095","talk","talk",104
"3096","talked","talked",10
"3097","talking","talking",114
"3098","talks","talks",6
"3099","tall","tall",4
"3100","tangent","tangent",6
"3101","tangible","tangible",2
"3102","tart","tart",10
"3103","task","task",2
"3104","taught","taught",6
"3105","tea","tea",2
"3106","teach","teach",14
"3107","teacher","teacher",14
"3108","teaches","teaches",2
"3109","teaching","teaching",4
"3110","team","team",2
"3111","teas","teas",2
"3112","tech","tech",4
"3113","techie","techie",2
"3114","technical","technical",6
"3115","technically","technically",2
"3116","techniques","techniques",8
"3117","teenager","teenager",2
"3118","teens","teens",2
"3119","teeth","teeth",2
"3120","tel","tel",2
"3121","telephone","telephone",2
"3122","television","television",6
"3123","tell","tell",70
"3124","telling","telling",14
"3125","ten","ten",48
"3126","tend","tend",8
"3127","tends","tends",4
"3128","tennis","tennis",2
"3129","tens","tens",2
"3130","term","term",6
"3131","terminology","terminology",2
"3132","terms","terms",34
"3133","terrible","terrible",18
"3134","test","test",4
"3135","testing","testing",2
"3136","text","text",8
"3137","th","th",138
"3138","tha","tha",2
"3139","thair","thair",2
"3140","Thames","Thames",2
"3141","than","than",108
"3142","thank","thank",28
"3143","thankfully","thankfully",2
"3144","thanks","thanks",12
"3145","that","that",2698
"3146","the","the",2994
"3147","The","The",2
"3148","theatre","theatre",10
"3149","their","their",94
"3150","them","them",220
"3151","theme","theme",2
"3152","themes","themes",6
"3153","thems","thems",2
"3154","themselves","themselves",6
"3155","then","then",300
"3156","theory","theory",6
"3157","there","there",540
"3158","therefore","therefore",2
"3159","these","these",50
"3160","they","they",964
"3161","thin","thin",2
"3162","thing","thing",268
"3163","things","things",198
"3164","thingy","thingy",2
"3165","think","think",646
"3166","thinking","thinking",82
"3167","third","third",6
"3168","thirty","thirty",24
"3169","this","this",302
"3170","those","those",44
"3171","thou","thou",2
"3172","though","though",12
"3173","thought","thought",66
"3174","thoughts","thoughts",12
"3175","thousand","thousand",8
"3176","thousands","thousands",4
"3177","thrash","thrash",4
"3178","three","three",44
"3179","through","through",100
"3180","throughout","throughout",4
"3181","Thursday","Thursday",2
"3182","ti","ti",2
"3183","ticks","ticks",2
"3184","tidies","tidies",2
"3185","tidy","tidy",6
"3186","tie","tie",2
"3187","tied","tied",12
"3188","tight","tight",2
"3189","til","til",2
"3190","tiled","tiled",2
"3191","time","time",206
"3192","times","times",34
"3193","tiny","tiny",4
"3194","tired","tired",4
"3195","title","title",12
"3196","tits","tits",2
"3197","to","to",2396
"3198","tobably","tobably",2
"3199","tobacco","tobacco",2
"3200","today","today",10
"3201","toes","toes",2
"3202","together","together",46
"3203","toilet","toilet",2
"3204","told","told",20
"3205","Tom","Tom",2
"3206","tomboy","tomboy",6
"3207","tomorrow","tomorrow",4
"3208","tone","tone",2
"3209","toned","toned",2
"3210","tones","tones",2
"3211","tongue","tongue",2
"3212","tonight","tonight",4
"3213","too","too",62
"3214","took","took",34
"3215","tooken","tooken",2
"3216","tool","tool",4
"3217","toolkit","toolkit",2
"3218","top","top",48
"3219","topic","topic",6
"3220","topics","topics",2
"3221","tops","tops",2
"3222","torn","torn",2
"3223","total","total",16
"3224","totally","totally",14
"3225","touch","touch",2
"3226","touching","touching",2
"3227","touchscreen","touchscreen",2
"3228","towards","towards",4
"3229","town","town",2
"3230","tr","tr",4
"3231","trackpad","trackpad",2
"3232","tracks","tracks",2
"3233","trade","trade",2
"3234","traded","traded",2
"3235","trades","trades",4
"3236","trading","trading",2
"3237","trainers","trainers",2
"3238","training","training",2
"3239","tram","tram",2
"3240","tranquility","tranquility",2
"3241","transfer","transfer",2
"3242","transmitter","transmitter",2
"3243","transport","transport",2
"3244","travelling","travelling",2
"3245","trawl","trawl",2
"3246","treat","treat",4
"3247","treatment","treatment",2
"3248","Trecovision","Trecovision",6
"3249","trees","trees",4
"3250","trick","trick",4
"3251","tricky","tricky",2
"3252","tried","tried",16
"3253","trigger","trigger",4
"3254","triggers","triggers",4
"3255","trips","trips",4
"3256","trouble","trouble",2
"3257","trout","trout",2
"3258","true","true",16
"3259","trust","trust",2
"3260","truth","truth",10
"3261","try","try",46
"3262","trying","trying",78
"3263","tsunami","tsunami",2
"3264","Tuesday","Tuesday",2
"3265","tune","tune",2
"3266","tunnel","tunnel",2
"3267","Tupac","Tupac",4
"3268","turn","turn",20
"3269","turned","turned",10
"3270","turning","turning",2
"3271","turns","turns",10
"3272","TV","TV",18
"3273","tweak","tweak",8
"3274","twelve","twelve",6
"3275","twenty","twenty",24
"3276","tweven","tweven",2
"3277","twice","twice",8
"3278","two","two",96
"3279","typ","typ",2
"3280","type","type",24
"3281","types","types",2
"3282","typing","typing",2
"3283","u","u",6
"3284","U","U",6
"3285","UK","UK",2
"3286","ul","ul",2
"3287","un","un",4
"3288","uncomfortable","uncomfortable",2
"3289","underst","underst",2
"3290","understand","understand",88
"3291","understanding","understanding",4
"3292","understands","understands",4
"3293","understood","understood",4
"3294","unfair","unfair",4
"3295","unfortunately","unfortunately",2
"3296","unintended","unintended",8
"3297","unique","unique",6
"3298","united","united",2
"3299","university","university",10
"3300","unknown","unknown",6
"3301","unless","unless",2
"3302","unlikely","unlikely",2
"3303","unmade","unmade",2
"3304","unpublished","unpublished",2
"3305","until","until",16
"3306","unusual","unusual",4
"3307","unwell","unwell",6
"3308","up","up",308
"3309","update","update",2
"3310","uplifting","uplifting",2
"3311","uproar","uproar",2
"3312","upset","upset",34
"3313","upsets","upsets",6
"3314","upside","upside",2
"3315","upstairs","upstairs",2
"3316","urban","urban",2
"3317","us","us",26
"3318","usage","usage",2
"3319","USB","USB",2
"3320","use","use",186
"3321","used","used",158
"3322","useless","useless",6
"3323","user","user",6
"3324","usernames","usernames",2
"3325","uses","uses",4
"3326","using","using",54
"3327","usually","usually",6
"3328","v","v",36
"3329","V","V",4
"3330","variable","variable",4
"3331","variables","variables",12
"3332","varies","varies",10
"3333","variety","variety",2
"3334","various","various",6
"3335","vase","vase",2
"3336","vector","vector",2
"3337","vectors","vectors",4
"3338","vehicle","vehicle",4
"3339","vendors","vendors",4
"3340","venue","venue",2
"3341","verbally","verbally",2
"3342","verbiage","verbiage",2
"3343","verifying","verifying",2
"3344","verses","verses",4
"3345","version","version",8
"3346","versus","versus",4
"3347","vertically","vertically",8
"3348","very","very",318
"3349","vibrancy","vibrancy",4
"3350","vibrant","vibrant",2
"3351","Victorian","Victorian",2
"3352","video","video",8
"3353","view","view",24
"3354","ViewJS","ViewJS",4
"3355","violin","violin",2
"3356","virgi","virgi",2
"3357","vision","vision",6
"3358","visit","visit",4
"3359","visiting","visiting",2
