"","x"
"499","Er warf Kelsen dann, in Kelsens Interpretation, das Plagiat seiner <#MET Ideen #> vor, und es kam in den 1920er Jahren zu einem heftigen Streit, der erst 1930 formell beigelegt wurde."
"500","Migge war direkter Nachbar von Koenemann und Taut muss das Plagiat seines <#MET Entwurfs #> gesehen haben."
"501","Tobias Smollett wird alsbald in die <#MET Auseinandersetzung #> involviert, da er Fielding des Plagiats beschuldigte."
"502","Artemidor von Ephesos (100 v. Chr.), der bedeutendste Fachgeograph zwischen Polybios und Strabon, ging sogar so weit, Eratosthenes Plagiat an Timosthenes vorzuwerfen, wie es aus dem <#MET Auszug #> des Epitomators Markianos von Herakleia (Marcianus Heracleensis) (blühte ca. 300 n. Chr.) hervorgeht."
"503","Der Angriff auf die Urheberschaft kann beispielsweise durch Aberkennung der Urheberschaft oder durch <#MET Anmaßung #> der Urheberschaft bei einem Plagiat erfolgen."
"504","In seinem Artikel Intermezzo unterstellt er dem George-Kreis öffentlich <#MET Fälschung #>, Plagiat und Homosexualität (damals eine Straftat)."
"505","In seinem Artikel Intermezzo unterstellt er dem George-Kreis öffentlich Fälschung, Plagiat und Homosexualität (damals eine <#MET Straftat #>)."
"506","In den darauf folgenden Gerichtsverfahren um die Urheberrechte wurde die <#MET Version #> der Andrews Sisters als Plagiat eingestuft, sodass Lord Invader und Lionel Belasco einen Schadensersatz zugesprochen bekamen."
"507","Interessant sind die Stände mit Oliven, hier darf man probieren und sich die leckersten aussuchen Dazu gibt es Stände mit Haushaltswaren und Stände mit den üblichen Plagiaten von <#MET Markenklamotten #>."
"508","So entstand ein kongeniales Plagiat, das heute als aufschlussreiches Dokument der Wagner-<#MET Rezeption #> gilt."
"509","Auch beim <#MET Arrangement #> halte sich der Song hinsichtlich des Melodieverlaufs nahezu sklavisch an die Vorlage von Modugno."
"510","Der Text, wenn auch nicht der Ort, fand als Plagiat <#MET Eingang #> in die Protokolle der Weisen von Zion, eine um 1903 entstandene Grundlagenschrift des verschwörungstheoretischen Antisemitismus, die ebenfalls vorgibt, geheime Dokumente eines Treffens von jüdischen Weltverschwörern zu sein."
"511","Der Text, wenn auch nicht der Ort, fand als Plagiat Eingang in die <#MET Protokolle #> der Weisen von Zion, eine um 1903 entstandene Grundlagenschrift des verschwörungstheoretischen Antisemitismus, die ebenfalls vorgibt, geheime Dokumente eines Treffens von jüdischen Weltverschwörern zu sein."
"512","Der Text, wenn auch nicht der Ort, fand als Plagiat Eingang in die Protokolle der <#MET Weisen #> von Zion, eine um 1903 entstandene Grundlagenschrift des verschwörungstheoretischen Antisemitismus, die ebenfalls vorgibt, geheime Dokumente eines Treffens von jüdischen Weltverschwörern zu sein."
"513","Eine ähnliche Konstruktion nutzte David Bowie 2003 für den Gitarrenriff seines Hits New Killer Star, einer <#MET Singleauskopplung #> aus dem Album Reality."
"514","Die Regimetheorie gilt einigen Wissenschaftlern mehr oder weniger als ein Plagiat und nicht so sehr als eine originäre <#MET Leistung #>."
"515","Im <#MET Gegensatz #> zum Plagiat, das eine Kopie ist, handelt es sich bei Contract Cheating (oft) um eine Originalleistung."
"516","Im Gegensatz zum Plagiat, das eine <#MET Kopie #> ist, handelt es sich bei Contract Cheating (oft) um eine Originalleistung."
"517","Als 1955 Susi und Strolch in die Kinos kam, sah Lejárraga gewisse <#MET Ähnlichkeiten #> mit ihrer Idee, verfolgte die Frage eines Plagiats aber nicht weiter."
"518","Als 1955 Susi und Strolch in die Kinos kam, sah Lejárraga gewisse Ähnlichkeiten mit ihrer <#MET Idee #>, verfolgte die Frage eines Plagiats aber nicht weiter."
"519","Wirth behauptet, dass das Plagiat allein durch einen Doktoranden, der aber nur in <#MET Teilen #> als Koautor genannt wurde, zustande gekommen sei;"
"520","Beim <#MET Gesamtfazit #> blieben sie wieder kritisch: „Braves Plagiat des alten Travestie-Themas“."
"521","Neoismus arbeitet mit kollektiven Pseudonymen und <#MET Identitäten #>, Streichen und Irritationen, Paradoxen, Plagiaten und Fälschungen."
"522","Neoismus arbeitet mit kollektiven Pseudonymen und Identitäten, Streichen und <#MET Irritationen #>, Paradoxen, Plagiaten und Fälschungen."
"523","Neoismus arbeitet mit kollektiven Pseudonymen und Identitäten, Streichen und Irritationen, Paradoxen, Plagiaten und <#MET Fälschungen #>."
"524","Weil er unter anderem auch bei anderen Songs des Albums Textstellen aus Songtexten oder eben auch Gedichten anderer Autoren in seine Liedtexte einfließen ließ, ohne die ursprüngliche <#MET Quelle #> zu nennen, wurde Dylan des Plagiats beschuldigt."
"525","Zum Höhepunkt dieser <#MET Auseinandersetzung #> bezichtigte ihn Joseph Alfred Michiels deswegen des Plagiats und Houssaye beantwortete dies mit dem Pamphlet „Un martyr littéraire“."
"526","Die <#MET Erzählung #> handelt von den befreundeten Schriftstellern Parker Sparrow und Jocelyn Tarbet, die nach dem gemeinsamen Studium der englischen Literatur beginnen eigenständig Texte zu veröffentlichen."
"527","Lepsius bezeichnete Guttenberg als <#MET Betrüger #>, der planmäßig eine Collage von Plagiaten über hunderte von Seiten angelegt habe."
"528","Lepsius bezeichnete Guttenberg als Betrüger, der planmäßig eine <#MET Collage #> von Plagiaten über hunderte von Seiten angelegt habe."
"529","Des Weiteren bezeichnet der Begriff abkupfern die <#MET Herstellung #> einer billigen Kopie oder eines Plagiates."
"530","Des Weiteren bezeichnet der Begriff abkupfern die Herstellung einer billigen <#MET Kopie #> oder eines Plagiates."
"531","Er erleichtert die <#MET Identifizierung #> und Zuordnung von Materialien, die ein unbeabsichtigtes Plagiat enthalten können."
"532","Obwohl Leubers 1662 datierte <#MET Schrift #> durchaus bekannt war und dessen Auslassungen zur Geschichte der Oberlausitzer von einheimischen Gelehrten sehr kritisch bewertet wurden, hinterließ sie als Beschreibung der Bildfelder offenbar keinen nachhaltigen Eindruck."
"533","Abkupfern bezeichnet die <#MET Herstellung #> einer Kopie oder eines Plagiates."
"534","Abkupfern bezeichnet die Herstellung einer <#MET Kopie #> oder eines Plagiates."
"535","Ursprünglich wurde damit die <#MET Vervielfältigung #> eines Kupferstichs gemeint."
"536","Der über die ganze Arbeit verteilte Einbau von Plagiaten, gerade auch denen der <#MET Gutachten #> des Wissenschaftlichen Dienstes, und deren sprachliche Veränderungen zeige ein „bewusstes Vorgehen“, mit dem er sich die Autorschaft angemaßt habe."
"537","Der US-amerikanische Automobilhersteller General Motors wirft Chery vor, bei diesem Modell handle es sich um ein Plagiat des Daewoo Matiz, der von Chery zeitweise als <#MET Lizenzbau #> gefertigt worden war."
"538","1988 bezichtigte der französische Songschreiber Loulou Gasté Albert des <#MET Diebstahls #> geistigen Eigentums."
"539","1988 bezichtigte der französische Songschreiber Loulou Gasté Albert des Diebstahls geistigen <#MET Eigentums #>."
"540","die Anspielung: eine Verfremdung des übernommenen <#MET Textstücks #>, die der Leser selbst erkennen muss."
"541","Die <#MET Nachbildung #> Ein anderes Wort für <#MET Nachbildung #> ist Plagiat."
"542","Ein <#MET Hypotext #> wird nachgeahmt, ohne die Nachahmung kenntlich zu machen und ohne satirisch oder komisch zu wirken."
"543","Ein Hypotext wird nachgeahmt, ohne die <#MET Nachahmung #> kenntlich zu machen und ohne satirisch oder komisch zu wirken."
"544","Zweimal, 1911 und 1913, verklagte Wolters die <#MET Konkurrenz #> erfolglos wegen Plagiats, angeblich sei die Hälfte der Karten aus dem Bosatlas übernommen worden."
"545","bezichtigt zum <#MET Beispiel #> ihren Dichterkollegen Isidor Quartner des Plagiats."
"546","Vom Plagiat – zumindest nach dem vorherrschenden Verständnis im deutschen Sprachraum – unterscheidet sich die <#MET Doppelschöpfung #> im subjektiven Tatbestand:"
"547","In diesem Fall verbleibt als Unterschied, dass – siehe nachstehend – bei der Doppelschöpfung keine Kausalitätsbeziehung zwischen früherem und neuerem <#MET Schaffen #> besteht.)"
"548","Kryptomnesie und Plagiat haben demnach gemein, dass die <#MET Kenntnis #> des älteren Werkes in beiden Fällen ursächlich für die Entstehung des jüngeren war."
"549","Die <#MET Gegenkritik #> konzentrierte sich auf das De-facto-Monopol des Künstlers für Gedenksteine:"
"550","• beim wörtlichen Zitieren sind Anführungszeichen obligatorisch, denn ein wörtliches <#MET Zitat #> ohne Anführungszeichen gilt als Plagiat."
"551","In der Literaturwissenschaft dient das <#MET Exzerpt #> einerseits als „wörtl.[icher] oder zusammenfassender Auszug“ – ebenso wie in den anderen Wissenschaften – der bestandsaufnehmenden Verarbeitung vorliegender Forschungsliteratur."
"552","Alle bedeutenden Filmproduzenten der späten 1890er Jahre griffen das Thema des nass gespritzten Gärtners auf und schufen ihre eigene <#MET Kopie #> als Plagiat;"
"553","1929 wurde Schliepstein vom künstlerischen Leiter der Porzellanmanufaktur Meißen, Max Adolf Pfeiffer, öffentlich der Vorwurf gemacht, dass seine 1929 vorgestellte Figur <#MET Verklärung #> ein spiegelbildliches Plagiat der 1927 von Richard Langers Figur Madonna darstellt."
"554","Lanzmann erhob im Januar 2010 in heftigen Angriffen gegen Haenel den Vorwurf des „Plagiats“ und der „<#MET Fälschung #> der Geschichte und ihrer Akteure“."
"555","Grundlage der Arbeit des Gremiums ist die 1998 verfasste und 2013 überarbeitete DFG-Denkschrift Vorschläge zur Sicherung guter wissenschaftlicher Praxis, in welcher die DFG anlässlich des Falls Herrmann/ Brach u. a. die folgenden Prinzipien als Standards festsetzte: • Redlichkeit und Vollständigkeit in den <#MET Zitaten #> (keine Duldung von Plagiaten) • Redlichkeit und Vollständigkeit in der Erhebung von Daten (Reproduzierbarkeit der Daten und Resultate;"
"556","Weiterhin wird ihm von Robert Perry, ebenfalls Buchautor und EKiW-Lehrer, vorgeworfen, Plagiat begangen zu haben, da Renard auf die <#MET Lehrversion #> von Kenneth Wapnick zurückgreife, ohne sich dazu zu bekennen."
"557","Beispiele für FVG mit Nominativobjekt • <#MET Übereinstimmung #> bestehen:"
"558","Es steht fest, dass zwischen Plagiat und <#MET Original #> hundertprozentige Übereinstimmung besteht."
"559","Es steht fest, dass zwischen Plagiat und Original hundertprozentige <#MET Übereinstimmung #> besteht."
"560","Das CD-<#MET Cover #> zeigt eine Feldscheune, die von starkem Nebel umgeben ist."
"561","Die <#MET Gestaltung #> von Reklamemarken war beinahe ein Steckenpferd für Amar."
"562","• Das Wort Up im Originaltitel bezieht sich auf die <#MET Konkurrenzreihe #> Up-Filme, die ein Plagiat der Carry-On-Filme war."
"563","Sein Kommentar zur Rechtsanwaltsordnung verschwand aus dem Buchhandel und wurde durch ein Plagiat von Erwin Noack ersetzt, der es als arische <#MET Schöpfung #> anpries und dank der geraubten Veröffentlichung zum Vizepräsident der Reichsrechtsanwaltskammer aufstieg und die Entjudung der deutschen Anwaltschaft verkündete."
"564","Der <#MET Inhalt #> dieser leichtgewichtigen Komödie ist ganz offensichtlich ein Plagiat von René Clairs Meine Frau, die Hexe, urteilte das Lexikon des Fantasy-Films, während das Lexikon des internationalen Films eine „trotz einiger Längen und Peinlichkeiten eine vor allem unterhaltsam gespielte Komödie“ sah."
"565","Bereits kurz nach der Veröffentlichung kursierte im Internet das Gerücht, es handle sich bei diesem Lied um ein <#MET Cover #>- oder Tribute-Lied oder gar um ein Plagiat von Blood Stain Childs Metropolice."
"566","Ist die Ähnlichkeit zu groß, dann ist das Me-Too-<#MET Produkt #> zugleich ein Plagiat."
"567","Bei einigen Produkten ist es dem Kunden insbesondere als privaten Endverbraucher egal, ob er ein Plagiat, eine <#MET Fälschung #> oder ein Original kauft."
"568","Bei einigen Produkten ist es dem Kunden insbesondere als privaten Endverbraucher egal, ob er ein Plagiat, eine Fälschung oder ein <#MET Original #> kauft."
"569","Dies ist zum Beispiel der Fall, wenn der Preisunterschied zwischen einem <#MET Original #> und einem Plagiat oder einer Fälschung den Verlust bezüglich Funktionalität, Qualität, Sicherheit und Lebensdauer aufwiegt (z. B. gefälschte Rolex-Uhren vom Straßenhändler im Urlaubsland)."
"570","Dies ist zum Beispiel der Fall, wenn der Preisunterschied zwischen einem Original und einem Plagiat oder einer <#MET Fälschung #> den Verlust bezüglich Funktionalität, Qualität, Sicherheit und Lebensdauer aufwiegt (z. B. gefälschte Rolex-Uhren vom Straßenhändler im Urlaubsland)."
"571","die Musik sei ein Plagiat der <#MET Originalfilme #>, so P. Perona in Cività dell’Immagine No. 4, August 1967."
"572","Joe Frank verklagte später die Produzenten, da Handlung und Dialoge des Drehbuchs, insbesondere in den ersten 30 Minuten, zu einem erheblichen <#MET Teil #> ein Plagiat seines Lies-Monologs darstellten."
"573","Weite <#MET Teile #> von Ballards biographischem Abriss sind ferner ein Plagiat von Ausschnitten einer Biografie über Ralph Cudworth des Historikers Thomas Birch."
"574","Weite Teile von Ballards biographischem <#MET Abriss #> sind ferner ein Plagiat von Ausschnitten einer Biografie über Ralph Cudworth des Historikers Thomas Birch."
"575","Es ist im <#MET Fortschritt #> inbegriffen."
"576","1954 erschien eine von Plagiaten bereinigte <#MET Fassung #> im Altberliner Verlag."
"577","Nach ihrem Erscheinen gab es <#MET Andeutungen #>, es könne sich bei der Reitergeschichte um ein Plagiat handeln."
"578","In der deutschen <#MET Synchronfassung #> wird die junge Fedora nicht von der Deutschschweizerin Marthe Keller, sondern ebenfalls von Hildegard Knef gesprochen;"
"579","Das führt zum Löschen des <#MET Inhalts #> und eventuell zur Sperrung des Benutzers, der das Plagiat begangen hat."
"580","Das <#MET Stehlen #> aus fremden Werken ist verboten – das ordnungsgemäße Zitieren aus fremden Werken ist erwünscht (wie man das in der Wikipedia macht: dazu später mehr)."
"581","Schreibe auf die Diskussionsseite des betreffenden Artikels (oder auf die des Benutzers) kurz, sachlich und höflich (!), dass du dich über <#MET Ähnlichkeiten #> wunderst."
"582","Wenn der Antragsteller meint, der Artikel könne oder müsse sofort gelöscht werden (zum <#MET Beispiel #> bei einem reinen Plagiat), dann stellt er gleich einen Schnelllöschantrag."
"583","Die „Ständige Kommission zur Untersuchung von Vorwürfen wissenschaftlichen Fehlverhaltens“ der Universität Erlangen-Nürnberg, die den Fall daraufhin untersuchte, kam zu dem Ergebnis, dass „dem Betroffenen kein Plagiat, sondern ein minder schwerer <#MET Verstoß #> gegen das Urheberrecht und eine Verletzung der Grundsätze wissenschaftlichen Publizierens anzulasten“ sei."
"584","Viele Hersteller versuchen sich daher durch bautechnische oder rechtliche Maßnahmen vor <#MET Nachbauten #> oder gar Plagiaten zu schützen."
"585","Abschreiben steht für: • Erfassen des Wertverlusts von Unternehmensvermögen, siehe <#MET Abschreibung #> • Übernehmen einer fremden geistigen Leistung, siehe Plagiat • das Anfertigen einer Abschrift • die schriftliche (briefliche) Kundgabe einer Absage • das Abnutzen eines Schreibgerätes • das Übertragen vorbereiteter Inhalte von einem Spickzettel • im Kunstbetrieb das Aberkennen einer Urheberschaft, Pendant: Zuschreibung Siehe auch:"
"586","Abschreiben steht für: • Erfassen des Wertverlusts von Unternehmensvermögen, siehe Abschreibung • <#MET Übernehmen #> einer fremden geistigen Leistung, siehe Plagiat • das Anfertigen einer Abschrift • die schriftliche (briefliche) Kundgabe einer Absage • das Abnutzen eines Schreibgerätes • das Übertragen vorbereiteter Inhalte von einem Spickzettel • im Kunstbetrieb das Aberkennen einer Urheberschaft, Pendant: Zuschreibung Siehe auch:"
"587","Abschreiben steht für: • Erfassen des Wertverlusts von Unternehmensvermögen, siehe Abschreibung • Übernehmen einer fremden geistigen <#MET Leistung #>, siehe Plagiat • das Anfertigen einer Abschrift • die schriftliche (briefliche) Kundgabe einer Absage • das Abnutzen eines Schreibgerätes • das Übertragen vorbereiteter Inhalte von einem Spickzettel • im Kunstbetrieb das Aberkennen einer Urheberschaft, Pendant: Zuschreibung Siehe auch:"
"588","Abschreiben steht für: • Erfassen des Wertverlusts von Unternehmensvermögen, siehe Abschreibung • Übernehmen einer fremden geistigen Leistung, siehe Plagiat • das Anfertigen einer <#MET Abschrift #> • die schriftliche (briefliche) Kundgabe einer Absage • das Abnutzen eines Schreibgerätes • das Übertragen vorbereiteter Inhalte von einem Spickzettel • im Kunstbetrieb das Aberkennen einer Urheberschaft, Pendant: Zuschreibung Siehe auch:"
"589","Die Prominenz der <#MET Gegenpositionen #> in Excellence wurden zunächst überwiegend als ein Einlenken Poullains missgedeutet und auch später noch als Bruch in seiner Arbeit gelesen."
"590","Nach den präsentierten <#MET Paralleldrucken #> wurden ganze Sätze, Absätze und Seiten aus anderen Publikationen übernommen, die nicht genannt werden."
"591","Einzelne Urheberrechtsprozesse wurden zwar ausnahmslos gewonnen, konnten aber die <#MET Herstellung #> von Plagiaten nicht verhindern, da diese durch den Materialpreis, durch die entfallenen Entwicklungskosten und geringen Löhne in den Ländern deutlich preiswerter waren."
"592","Leibniz war deswegen bereits früh mit dem Vorwurf des Plagiats und der <#MET Konstruktion #> eines Strohmann-Arguments konfrontiert."
"593","Andere Brauhäuser versuchten diesen Erfolg nachzuahmen und bedienten sich des <#MET Markenzeichens #> des „Königlichen Hofbräuhauses München“."
"594","Cowper hatte jeden <#MET Hinweis #> auf die Miturheberschaft von Bidloo oder des Illustrators de Lairesse versäumt und stritt diese auch nach der Aufdeckung des Plagiats ab."
"595","Damit beschuldigte Bonifacio sie nicht nur der Häresie, sondern auch der <#MET Täuschung #> und des Plagiats."
"596","Sarra schickte ein <#MET Exemplar #> an Cebà, der aber nichts zu ihrer Verteidigung unternahm, sondern wiederum versuchte, sie zum Christentum zu bekehren;"
"597","<#MET Fälschung #> und Plagiat als Figuren des Wissens in Literatur und Wissenschaften."
"598","• Theorien der Autorschaft, der <#MET Fälschung #> und des Plagiats • Grenzen des Humanen: Gegenwartsliteratur und Medizin • Blindheit und Visualität in Literatur und Film •"
"599","Es handelt sich um ein Plagiat, kreisrund, mit modernistischer <#MET Schrift #>."
"600","In weiten Teilen stelle sie ein Plagiat dar, die eigenen <#MET Textteile #> zeichnen sich zudem durch mangelnde Deutschkenntnisse aus."
"601","Ehemaliger Interessent • : seit 2006 geführte Verhandlungen über den Verkauf von erst 50, dann später von nur zwei Maschinen und keinem Antrag für Lizenzfertigung an die Volksrepublik China scheiterten im März 2009 aus Sorge vor günstigen chinesischen Plagiaten für den <#MET Export #>."
"602","Kurz nach dem Erscheinen der <#MET Serie #> gab es in England – neben den üblichen Plagiaten, die nicht zu verhindern waren – etliche literarische Publikationen, die sich mit dem Lebenslauf eines Wüstlings beschäftigten."
"603","Kurz nach dem Erscheinen der Serie gab es in England – neben den üblichen Plagiaten, die nicht zu verhindern waren – etliche literarische <#MET Publikationen #>, die sich mit dem Lebenslauf eines Wüstlings beschäftigten."
"604","Schließlich tauchte scheinbar ein weiterer Fall eines Plagiats auf: Regisseur Benjamin Teske entdeckte „frappierende <#MET Ähnlichkeiten #>“ zwischen seinem Kurzfilm Try a Little Tenderness und einer in Vice abgedruckten Kurzgeschichte Hegemanns."
"605","Der Literaturwissenschaftler Philipp Theisohn betont, dass der bewusste Einsatz von Fremdtexten über die Frage entscheide, ob eine <#MET Anleihe #> eine souveräne künstlerische Leistung oder nur ein Plagiat sei."
"606","Der Literaturwissenschaftler Philipp Theisohn betont, dass der bewusste Einsatz von Fremdtexten über die Frage entscheide, ob eine Anleihe eine souveräne künstlerische <#MET Leistung #> oder nur ein Plagiat sei."
"607","In Hegemanns Fall „wurde ohne irgendwelche poetologischen Hintergedanken ein wenig <#MET Fremdtext #> kopiert."
"608","Kein <#MET Intertext #>, keine Materialästhetik – Plagiat.“"
"609","Häberle, der von Fischer-Lescano noch vor der ersten Veröffentlichung informiert worden war, wies die Vorwürfe, die Doktorarbeit sei ein Plagiat, in einer ersten <#MET Stellungnahme #> als „absurd“ zurück."
"610","Obwohl Rader von anderer Seite teils in Schutz genommen wurde, da die <#MET Übernahme #> von Fakten kein Plagiat sei, nahm der Verlag das Buch als Konsequenz aus dem Programm."
"611","Er habe aufgrund geringer <#MET Eigenständigkeit #> „das Gefühl einem (schlechten) Plagiat zu lauschen.“"
"612","Dieses <#MET Produkt #> soll, im Gegensatz zum Original, kostenlos zur Verfügung stehen und durch ständige Updates erweitert werden."
"613","Nach der Plagiatsprüfung erhalten Prüfende einen Bericht, der <#MET Übereinstimmungen #> mit fremden Texten aufweist, die eventuell auf ein Plagiat hindeuten."
"614","Roger Ebert bezeichnete den Film durchweg als Plagiat, da er sich zum größten <#MET Teil #> humoristischer Mittel aus den Filmen American Pie – Wie ein heißer Apfelkuchen und Road Trip bediene."
"615","Aber auch Denis Diderot, dem Mitherausgeber der Encyclopédie, Theaterautor und Philosophen, griff Fréron mit zum <#MET Teil #> unredlichen Mitteln an, so bezichtigte er ihn des Plagiats einiger seiner Theaterstücke und konstruierte hierzu „Beweise“."
"616","Ihnen wurde vorgeworfen sich die <#MET Gedanken #> und Werke ihres Meisters Cristoforo Castiglione angeeignet zu haben."
"617","Der Bestseller-Autor war in mehrere Skandale aufgrund von Plagiaten und <#MET Zitatfälschungen #> oder -erfindungen verwickelt."
"618","Auch die Begriffe wie <#MET Inspiration #> und Authentizität sollten in diesem Rahmen diskutiert werden."
"619","1930 veröffentlichte Larsen die Kurzgeschichte Sanctuary, die ihr den Vorwurf des Plagiats einbrachte, da sie <#MET Ähnlichkeiten #> zur Kurzgeschichte Mrs. Adis der britischen Autorin Sheila Kaye-Smith aufwiese."
"620","Nach den Erkenntnissen des Historikers Rainer Orth handelt es sich bei Teilen dieses Buches um ein Plagiat eines <#MET Manuskriptes #>, das Heinrich Pfeifer 1940 beim Pallas-Verlag mit der Bitte um Veröffentlichung eingereicht hatte."
"621","Adam Smith definierte die Grundrente in seinem <#MET Hauptwerk #> „Wealth of Nations“ („Der Wohlstand der Nationen“) als „den Preis für die Nutzung von Grund und Boden“, welchen der Pächter (resp. Kapitalist) an den Grundbesitzer zu zahlen hat."
"622","Während Neigel Wasserman zu Beginn noch als „Scheißmeister“ bezeichnet, spricht er ihn im weiteren Verlauf der Handlung mit „Herr Wasserman“ an und öffnet sich ihm gegenüber mehr als zu jedem anderen Menschen bisher (<#MET Stichwort #>: Plagiat)."
"623","Und Wasserman kommt so weit, dass er Neigel gegenüber sogar Mitleid (<#MET Stichwort #>: Plagiat) empfindet und ihn Teile der Geschichte mitgestalten lässt (siehe <#MET Stichwort #> Richter)."
"624","Und Wasserman kommt so weit, dass er Neigel gegenüber sogar Mitleid (Stichwort: Plagiat) empfindet und ihn <#MET Teile #> der Geschichte mitgestalten lässt (siehe Stichwort Richter)."
"625","Die jeweiligen Ebenen sind dabei nicht in sich geschlossen, vielmehr gibt es immer wieder räumliche und zeitliche Übersprünge der handelnden Personen, wenn etwa Wasserman selbst in Kasiks Geschichte agiert (z. B. im <#MET Stichwort #> Mondsüchtigen, Reise der) oder Neuman und Wasserman in Neigels Baracke im Vernichtungslager interagieren, oder Neuman zwischendurch Überlegungen anstellt, welche Automarke er Neigel in der Enzyklopädie zuschreibt (<#MET Stichwort #> Plagiat)."
"626","Im <#MET Stichwort #> Richter werden sogar zwei zeitliche Handlungsebenen parallel erzählt, deren Wechsel mitten im Satz ohne klare Abgrenzung stattfinden, so dass nur aus dem Stil und Kontext erschlossen werden kann, welcher Satzteil zu welcher Handlungsstrang gehört."
"627","Von vorerst anonymen Beschuldigern wurden auf einer Website die Vorwürfe des sexuellen <#MET Missbrauchs #>, des Plagiats und der Nötigung wiederholt."
"628","In seinen Erinnerungen erzählt Hollatz fünf <#MET Beispiele #> von Wissenschaftlern, die in der DDR promoviert und habilitiert wurden, weil es politisch opportun war."
"629","Nehmen wir als <#MET Beispiel #> einen Studenten, der ein Referat über Moby Dick schreibt."
"630","Dazu wird der <#MET Anteil #> der Seiten mit Plagiatsfunden an den gesamten Textseiten einer Arbeit berechnet."
"631","Schavans Doktortitel wurde ihr später wegen des „Tatbestand(s) einer vorsätzlichen <#MET Täuschung #> durch Plagiat“ entzogen und sie trat als Bundesministerin für Bildung und Forschung zurück."
"632","Über die stark negative <#MET Resonanz #> hinaus kamen Vorwürfe auf, das Lied sei ein Plagiat des Songs The Show der australischen Sängerin Lenka;"
"633","Das Urteil kam zu dem Ergebnis, dass es sich bei dieser <#MET Schrift #> um ein übles Machwerk, ein Plagiat und eine Fälschung handelt."
"634","Das Urteil kam zu dem Ergebnis, dass es sich bei dieser Schrift um ein übles <#MET Machwerk #>, ein Plagiat und eine Fälschung handelt."
"635","Das Urteil kam zu dem Ergebnis, dass es sich bei dieser Schrift um ein übles Machwerk, ein Plagiat und eine <#MET Fälschung #> handelt."
"636","Der Prozess konzentrierte sich von nun an auf die Frage, ob die «<#MET Protokolle #> der Weisen von Zion» echt oder vielmehr ein Plagiat und eine Fälschung seien."
"637","Der Prozess konzentrierte sich von nun an auf die Frage, ob die «Protokolle der <#MET Weisen #> von Zion» echt oder vielmehr ein Plagiat und eine Fälschung seien."
"638","Der Prozess konzentrierte sich von nun an auf die Frage, ob die «Protokolle der Weisen von Zion» echt oder vielmehr ein Plagiat und eine <#MET Fälschung #> seien."
"639","Für die <#MET Fortsetzung #> der Hauptverhandlung vom 29. bis 31. Oktober 1934 waren Zeugen vorgeladen worden: einmal Teilnehmer des Ersten Zionistischen Kongresses 1897 in Basel, unter ihnen Oberrabbiner Marcus Ehrenpreis aus Stockholm;"
"640","Sind die Protokolle der Weisen von Zion (wie sie oben näher bezeichnet sind) eine <#MET Fälschung #>?"
"641","Während die Experten Carl Albert Loosli und Arthur Baumgarten die «<#MET Protokolle #> der Weisen von Zion» als Plagiat und als von Helfern der russischen politischen Polizei Ochrana fabrizierte Fälschung sowie als Schundliteratur bezeichneten, meinte der deutsche Experte Ulrich Fleischhauer, die «<#MET Protokolle #> der Weisen von Zion» seien vom jüdischen Autor Achad Ha'am verfasst und an einem (parallel zum Ersten Zionistischen Kongress in Basel) 1897 abgehaltenen geheimen Treffen der B’nai B’rith von jüdischen Freimaurern verabschiedet worden."
"642","Während die Experten Carl Albert Loosli und Arthur Baumgarten die «Protokolle der <#MET Weisen #> von Zion» als Plagiat und als von Helfern der russischen politischen Polizei Ochrana fabrizierte Fälschung sowie als Schundliteratur bezeichneten, meinte der deutsche Experte Ulrich Fleischhauer, die «Protokolle der <#MET Weisen #> von Zion» seien vom jüdischen Autor Achad Ha'am verfasst und an einem (parallel zum Ersten Zionistischen Kongress in Basel) 1897 abgehaltenen geheimen Treffen der B’nai B’rith von jüdischen Freimaurern verabschiedet worden."
"643","In seiner mündlichen Begründung des Urteils führte Walter Meyer aus, er sei aufgrund seiner Beurteilung der Zeugenaussagen und der Expertisen zum Schluss gelangt, die «<#MET Protokolle #> der Weisen von Zion» seien ein Plagiat sowie «Schundliteratur» im Sinne des bernischen Gesetzes, die eine Minderheit verleumde und allenfalls zu Verbrechen aufreizen könne."
"644","In seiner mündlichen Begründung des Urteils führte Walter Meyer aus, er sei aufgrund seiner Beurteilung der Zeugenaussagen und der Expertisen zum Schluss gelangt, die «Protokolle der <#MET Weisen #> von Zion» seien ein Plagiat sowie «Schundliteratur» im Sinne des bernischen Gesetzes, die eine Minderheit verleumde und allenfalls zu Verbrechen aufreizen könne."
"645","In seiner mündlichen Begründung des Urteils führte Walter Meyer aus, er sei aufgrund seiner Beurteilung der Zeugenaussagen und der Expertisen zum Schluss gelangt, die «Protokolle der Weisen von Zion» seien ein Plagiat sowie «<#MET Schundliteratur #>» im Sinne des bernischen Gesetzes, die eine Minderheit verleumde und allenfalls zu Verbrechen aufreizen könne."
"646","„Anonymer Pferdeapfel“) seine eigene <#MET Interpretation #>."
"647","Lachmann bezeichnete sie als Plagiat, da sie weitgehend mit dem <#MET Original #> übereinstimmt und auch einen fast gleichen Titel trägt: Studentes sive Comoedia de vita Studiosorum autore Ignoto Peerdeklontio."
"648","Ein geäußerter Vorwurf gegenüber Horners <#MET Kompositionsstil #> ist der des Plagiats."
