"","noun","metaphor"
"2310","Titelschutz",0
"2311","Titeltrack",0
"2312","to",0
"2313","Tochter",0
"2314","Tod",0
"2315","Ton",0
"2316","Tonträger",0
"2317","Tourismusverein",0
"2318","Tourist",0
"2319","Traditien",0
"2320","Tradition",0
"2321","Trägerrost",0
"2322","Tragödie",0
"2323","Tragweite",0
"2324","Trainingstool",0
"2325","Traktat",0
"2326","Transponder",0
"2327","Trauerspiel",0
"2328","Trauminhalt",0
"2329","Travestie",0
"2330","Trefferliste",0
"2331","Tret",0
"2332","Tribute",0
"2333","Trinidad",0
"2334","Trinker",0
"2335","Trost",0
"2336","Troyat",0
"2337","Türgriff",0
"2338","Turm",0
"2339","Turnitin",0
"2340","Typ",0
"2341","Typisierung",0
"2342","U",0
"2343","Übereinstimmung",1
"2344","Überlegung",0
"2345","übernahme",1
"2346","Übernahme",1
"2347","Übernahmebewusstsein",0
"2348","übernehmen",1
"2349","Überprüfung",0
"2350","Überschrift",0
"2351","Übersetzer",0
"2352","Übersetzung",0
"2353","Übersetzunge",0
"2354","Übertreibung",0
"2355","Überzeugung",0
"2356","Übrig",0
"2357","Übrige",0
"2358","Ueberschrift",0
"2359","Uhr",0
"2360","Um",0
"2361","Umfang",0
"2362","Umfeld",0
"2363","Umfragedat",0
"2364","Umgang",0
"2365","umgekehrt",0
"2366","Umsatzes",0
"2367","Umsetzung",1
"2368","Umstand",0
"2369","Umweg",0
"2370","umwelt",0
"2371","Unbegreiflicheres",0
"2372","Und",0
"2373","Ungenauigkeit",1
"2374","Uni-",0
"2375","Unionspartei",0
"2376","Unionspolitiker",0
"2377","Unis",0
"2378","Universalität",0
"2379","Universidad",0
"2380","Universitat",0
"2381","Universität",0
"2382","Universitätsabschluß",0
"2383","Universitätsklinik",0
"2384","Universitätsphilosophie",0
"2385","Universitätsprofessor",0
"2386","Universitätsprofessoren",0
"2387","Universitätsrecht",0
"2388","Unkontrollierbarkeit",0
"2389","Unrecht",0
"2390","Unsicherheit",0
"2391","Unsterbliche",0
"2392","Unterfang",0
"2393","Unterhaltungskünstler",0
"2394","unterlassen",0
"2395","Unternehme",0
"2396","Unternehmen",0
"2397","Unternehmensangabe",0
"2398","Unterscheidbarkeit",0
"2399","Unterschied",0
"2400","Unterstützung",0
"2401","Untersuchung",0
"2402","Unvermeidlichkeit",0
"2403","Unwisse",0
"2404","Unwissenheit",0
"2405","Unwort",0
"2406","unzählige",0
"2407","Uraufführung",0
"2408","Urfaust",0
"2409","Urheber",0
"2410","Urheberrecht",0
"2411","Urheberrechte",0
"2412","Urheberrechtsdiskussion",0
"2413","Urheberrechtsgesetz",0
"2414","Urheberrechtsklage",0
"2415","Urheberrechtsregelung",0
"2416","Urheberrechtsschutz",0
"2417","Urheberrechtsverletzung",0
"2418","Urheberschaft",0
"2419","Urheberschaftsrecht",0
"2420","Ursache",0
"2421","Ursprung",0
"2422","Ursprungsidee",0
"2423","Ursprungsversion",0
"2424","Urteil",0
"2425","urteilen",0
"2426","Urzeit",0
"2427","US-",0
"2428","User",0
"2429","Vandalenakt",1
"2430","Variante",1
"2431","Variation",1
"2432","Vater",0
"2433","Verachtung",1
"2434","Veränderung",1
"2435","Veranlassung",0
"2436","Veranstaltung",0
"2437","Verantwortung",0
"2438","Verbindung",0
"2439","Verbraucher",0
"2440","Verbrechen",1
"2441","Verbreitung",0
"2442","Verdacht",0
"2443","Verdachtsfall",0
"2444","Verdachtsmoment",0
"2445","Verehrung",1
"2446","Verein",0
"2447","Vereinbarung",0
"2448","Verfahren",0
"2449","Verfahrensweise",0
"2450","Verfälschen",1
"2451","Verfälschung",1
"2452","Verfasser",0
"2453","Verfasserangabe",0
"2454","Verfasserschaft",0
"2455","verfickt",0
"2456","Verfolgungswahn",0
"2457","verfügbar",0
"2458","Verfügung",0
"2459","Vergangenheit",0
"2460","Vergeben",0
"2461","vergehen",0
"2462","Vergehen",1
"2463","Vergewissere",0
"2464","Vergiftungswahn",0
"2465","Vergleich",1
"2466","Verhältnis",0
"2467","Verhältnismäßigkeit",0
"2468","Verhandlung",0
"2469","Verhängnis",0
"2470","Verharmlosung",1
"2471","Verkauf",0
"2472","verkaufe",0
"2473","Verkäufer",0
"2474","Verklärung",1
"2475","Verlag",0
"2476","Verlagsgebäude",0
"2477","Verlagswese",0
"2478","Verlauf",0
"2479","Verleger",0
"2480","Verletzer",0
"2481","Verletzers",0
"2482","Verletzung",1
"2483","Verleumdung",1
"2484","Verleumdungsklage",0
"2485","Verlierer",0
"2486","Verlockung",0
"2487","Verlust",0
"2488","Vermarktung",0
"2489","Vermeidung",0
"2490","Vermutung",0
"2491","vernein",0
"2492","Vernetzung",0
"2493","Vernichtung",0
"2494","Vernunft",0
"2495","veröffentlichen",0
"2496","Veröffentlichung",0
"2497","Verriegelung",0
"2498","Verrücktheit",0
"2499","Versatzstücke",1
"2500","Verschwörung",0
"2501","Versenkung",0
"2502","Versicherung",0
"2503","Version",1
"2504","Verständnis",0
"2505","verstehen",0
"2506","Verstellung",0
"2507","verstorben",0
"2508","Verstoß",1
"2509","Versuch",1
"2510","Verteidigungsminister",0
"2511","Vertrag",0
"2512","Vertragshändler",0
"2513","Vertretungslehrer",0
"2514","Vertrieb",0
"2515","Verurteilung",0
"2516","Vervielfältigung",1
"2517","Verwaltungsgericht",0
"2518","Verweis",0
"2519","Verwendung",1
"2520","Verwertung",1
"2521","Verwertungsinteresse",0
"2522","Verwirrungskomödie",0
"2523","Verzerrung",1
"2524","Verzweiflung",0
"2525","Vetter",0
"2526","Vgl",0
"2527","Video",0
"2528","Videoclip",0
"2529","viel",0
"2530","vielleicht",0
"2531","Vielwisserei",0
"2532","Vielzahl",0
"2533","viert",0
"2534","Vincent",0
"2535","Vizepräsident",0
"2536","Vizepräsidentin",0
"2537","VLK",0
"2538","Vokabular",0
"2539","Volk",0
"2540","Völkermord",0
"2541","Volksbefreiungsarmee",0
"2542","Volkslied",0
"2543","Volksoper",0
"2544","Volkssport",0
"2545","Volksvertreter",0
"2546","Vollständigkeit",0
"2547","Volumina",0
"2548","Vorausgegang",0
"2549","Voraussetzung",0
"2550","Vorbild",0
"2551","Vorfahr|Vorfahren",0
"2552","Vorfeld",0
"2553","Vorgehen",0
"2554","Vorgehensweise",0
"2555","Vorgeschichte",0
"2556","Vorgesetzte",0
"2557","Vorhandensein",0
"2558","Vorhaut",0
"2559","Vorlage",0
"2560","vorliegen",0
"2561","Vorliegen",0
"2562","Vormodern",0
"2563","Vorschlag",0
"2564","Vorschule",0
"2565","Vorsicht",0
"2566","Vorstellung",0
"2567","Vorteil",0
"2568","Vortrag",0
"2569","Vorwand",0
"2570","Vorwort",0
"2571","Vorwurf",0
"2572","Vorwürf",0
"2573","Vorwürfen",0
"2574","Vorwurfs",0
"2575","Votum",0
"2576","Vulkangott",0
"2577","Waffe",0
"2578","Waffenspezialist",0
"2579","Wahl",0
"2580","Wähler",0
"2581","wahr",0
"2582","Wahrheit",0
"2583","Walzerkompilation",0
"2584","Wand",0
"2585","Wandel",1
"2586","Want",0
"2587","Wappen",0
"2588","Wappenanmaßung",1
"2589","Warde",0
"2590","Ware",0
"2591","Wasserschaden",0
"2592","Wasserstoffbahn",0
"2593","Wasserversorgung",0
"2594","Web",0
"2595","Webseite",0
"2596","Webseiten",0
"2597","Website",0
"2598","Weg",0
"2599","Wehr",0
"2600","wehren",0
"2601","Weib",0
"2602","Weigerung",0
"2603","Weis",0
"2604","Weise",1
"2605","weisen",0
"2606","Weisheit",0
"2607","Weiteren",0
"2608","Weiterentwicklung",1
"2609","Weiterleben",0
"2610","Welle",0
"2611","Wells",0
"2612","Welt",0
"2613","Welterfolg",0
"2614","Weltmeister",0
"2615","Weltpokal",0
"2616","Welträtsellöser",0
"2617","Weltreich",0
"2618","weltweit",0
"2619","Wendung",0
"2620","Werber",0
"2621","Werbezwecken",0
"2622","Werbung",0
"2623","Werk",0
"2624","Werkstatt",0
"2625","Werkzeug",0
"2626","Wert",0
"2627","Wesen",0
"2628","wesentlich",0
"2629","Wesentliche",0
"2630","Weste|Westen",0
"2631","Wettbewerb",0
"2632","Wettbewerbsbeitrag",0
"2633","Widerspruch",0
"2634","Widerstand",0
"2635","wiederentdeckt",0
"2636","Wiederholung",1
"2637","Wiederverwendung",1
"2638","Wikipedia",0
"2639","Wille",0
"2640","Wind",0
"2641","Windfahne",0
"2642","Wirklichkeit",0
"2643","Wirkung",0
"2644","wirtschaft_&",0
"2645","Wirtschafts",0
"2646","Wirtschaftsbund",0
"2647","Wirtschaftskriminalität",0
"2648","Wirtschaftskrise",0
"2649","Wirtschaftsprofessor",0
"2650","wissen",0
"2651","Wissen",0
"2652","Wissenschaft",0
"2653","Wissenschaftler",0
"2654","Wissenschaftsarbeit",0
"2655","Wissenschaftsethik",0
"2656","Wissenschaftsgeschichte",0
"2657","Wissenschaftsminister",0
"2658","Wissenschaftsstandort",0
"2659","Witz",0
"2660","Woche",0
"2661","Wohnen_und_Bauen",0
"2662","Wort",0
"2663","Wortlaut",1
"2664","Wortschöpfung",1
"2665","Wower",0
"2666","Wunder",0
"2667","Würdigung",1
"2668","Wurm",0
"2669","Wurstrezept",0
"2670","Youssouf",0
"2671","Zahl",0
"2672","Zahnarzt",0
"2673","Zapfenstreich",0
"2674","Zedler",0
"2675","zehn",0
"2676","Zeit",0
"2677","Zeitalter",0
"2678","Zeitgeist",0
"2679","Zeitgenosse",0
"2680","Zeitpunkt",0
"2681","Zeitraum",0
"2682","Zeitschrift",0
"2683","Zeitung",0
"2684","Zeitungsessay",0
"2685","Zentralstelle",0
"2686","Zerwürfnis",0
"2687","Zeuge",0
"2688","Ziege",0
"2689","Ziehrer",0
"2690","Ziel",0
"2691","zielen",0
"2692","Zielsetzung",0
"2693","Ziffer",0
"2694","Zinsbezuschussungsprogramm",0
"2695","Zion",0
"2696","Zitat",1
"2697","Zitatangabe",0
"2698","Zitatfälschung",1
"2699","Zitationen",1
"2700","Zitatzweck",0
"2701","Zitieren",1
"2702","Zitiernorm",0
"2703","Zitierpflicht",0
"2704","Zitierstil",0
"2705","Zitiert",1
"2706","Zoll",0
"2707","Zombie",0
"2708","Zugang",0
"2709","Zukunft",0
"2710","Zunahme",0
"2711","Zunft",0
"2712","Zuordnung",0
"2713","Zuruf",0
"2714","Zusammenarbeit",0
"2715","Zusammenfassung",0
"2716","Zusammenhang",0
"2717","zusammenhängen",0
"2718","Zusammenspiel",0
"2719","Zusammentrage",0
"2720","Zuschauer",0
"2721","Zuschauergunst",0
"2722","Zuschreibung",0
"2723","Zutun",0
"2724","Zuverlässigkeit",0
"2725","zuviel",0
"2726","Zwangsexmatrikulation",0
"2727","Zweifel",0
"2728","Zweistromland",0
"2729","zweit",0
"2730","Zwischenbericht",0
"2731","Зомби",0
